zhangjiafen	1962-1-1	6.480	8.080	0	6.178	0.123	0.800	0	0.014	0.073	0.087	0.036	29.817	0.129	0.200
zhangjiafen	1962-1-2	6.140	8.080	0	5.953	0.121	0.800	0	0.014	0.072	0.085	0.036	29.634	0.126	0.199
zhangjiafen	1962-1-3	5.980	9.805	0	5.736	0.118	0.800	0	0.014	0.072	0.082	0.036	29.451	0.122	0.198
zhangjiafen	1962-1-4	7.020	11.219	0	5.524	0.115	0.800	0	0.013	0.072	0.080	0.035	29.278	0.118	0.196
zhangjiafen	1962-1-5	6.310	11.788	0	5.320	0.113	0.800	0	0.013	0.071	0.077	0.035	29.088	0.114	0.195
zhangjiafen	1962-1-6	6.480	11.637	0	5.124	0.109	0.800	0	0.012	0.071	0.074	0.035	28.890	0.109	0.194
zhangjiafen	1962-1-7	7.370	11.117	0.072	4.985	0.114	0.800	0	0.013	0.070	0.079	0.035	28.715	0.120	0.193
zhangjiafen	1962-1-8	7.540	10.524	1.155	5.849	0.137	0.800	0.009	0.018	0.070	0.102	0.035	28.582	0.161	0.191
zhangjiafen	1962-1-9	8.500	10.153	0.337	5.865	0.150	0.800	0.002	0.020	0.069	0.115	0.035	28.468	0.183	0.191
zhangjiafen	1962-1-10	7.380	9.937	0.021	5.569	0.149	0.800	0	0.020	0.069	0.114	0.035	28.357	0.182	0.190
zhangjiafen	1962-1-11	7.750	9.788	0	5.266	0.144	0.800	0	0.019	0.069	0.109	0.035	28.238	0.175	0.189
zhangjiafen	1962-1-12	7.370	9.651	0	4.978	0.138	0.800	0	0.018	0.069	0.104	0.035	28.113	0.166	0.188
zhangjiafen	1962-1-13	7.920	9.513	0	4.703	0.133	0.800	0	0.018	0.069	0.098	0.035	27.979	0.158	0.187
zhangjiafen	1962-1-14	7.560	9.373	0	4.444	0.128	0.800	0	0.017	0.069	0.093	0.035	27.839	0.150	0.187
zhangjiafen	1962-1-15	7.200	9.237	0	4.200	0.122	0.800	0	0.016	0.069	0.088	0.034	27.691	0.141	0.186
zhangjiafen	1962-1-16	5.680	9.107	0	3.970	0.117	0.800	0	0.015	0.069	0.083	0.034	27.535	0.133	0.185
zhangjiafen	1962-1-17	5.380	8.982	0.004	3.758	0.112	0.800	0	0.014	0.069	0.078	0.034	27.372	0.124	0.184
zhangjiafen	1962-1-18	6.270	8.863	0	3.557	0.107	0.800	0	0.013	0.069	0.073	0.034	27.204	0.116	0.182
zhangjiafen	1962-1-19	6.640	8.747	0	3.369	0.102	0.800	0	0.012	0.069	0.068	0.034	27.026	0.108	0.181
zhangjiafen	1962-1-20	6.840	8.636	0.040	3.228	0.099	0.800	0	0.012	0.069	0.065	0.034	26.847	0.104	0.180
zhangjiafen	1962-1-21	7.760	8.533	0	3.047	0.108	0.900	0	0.011	0.069	0.070	0.038	26.661	0.100	0.179
zhangjiafen	1962-1-22	8.700	8.436	0	2.881	0.103	0.900	0	0.010	0.069	0.065	0.038	26.468	0.091	0.178
zhangjiafen	1962-1-23	7.160	8.342	0	2.727	0.098	0.900	0	0.009	0.069	0.060	0.038	26.267	0.085	0.176
zhangjiafen	1962-1-24	6.800	8.253	0	2.581	0.094	0.900	0	0.009	0.069	0.057	0.038	26.067	0.080	0.175
zhangjiafen	1962-1-25	8.530	8.168	0	2.443	0.091	0.900	0	0.008	0.069	0.054	0.037	25.864	0.076	0.174
zhangjiafen	1962-1-26	7.380	8.089	0	2.311	0.089	0.900	0	0.008	0.069	0.052	0.037	25.659	0.073	0.172
zhangjiafen	1962-1-27	7.380	8.015	0	2.184	0.087	0.900	0	0.008	0.069	0.049	0.037	25.450	0.070	0.171
zhangjiafen	1962-1-28	7.380	7.946	0	2.063	0.084	0.900	0	0.007	0.069	0.047	0.037	25.240	0.067	0.170
zhangjiafen	1962-1-29	8.080	7.883	0	1.946	0.082	0.900	0	0.007	0.069	0.045	0.037	25.031	0.064	0.168
zhangjiafen	1962-1-30	7.710	7.825	0	1.835	0.080	0.900	0	0.007	0.069	0.043	0.037	24.820	0.061	0.167
zhangjiafen	1962-1-31	8.470	7.771	0	1.730	0.077	0.900	0	0.006	0.069	0.041	0.037	24.607	0.058	0.165
zhangjiafen	1962-2-1	6.770	7.720	0	1.629	0.075	0.900	0	0.006	0.069	0.039	0.036	24.394	0.055	0.164
zhangjiafen	1962-2-2	6.490	7.671	0	1.534	0.073	0.900	0	0.006	0.069	0.037	0.036	24.179	0.053	0.163
zhangjiafen	1962-2-3	6.620	7.626	0	1.443	0.071	0.900	0	0.006	0.069	0.035	0.036	23.963	0.050	0.161
zhangjiafen	1962-2-4	7.040	7.583	0	1.357	0.069	0.900	0	0.005	0.068	0.033	0.036	23.747	0.048	0.160
zhangjiafen	1962-2-5	6.770	7.542	0	1.274	0.068	0.900	0	0.005	0.068	0.032	0.036	23.531	0.046	0.158
zhangjiafen	1962-2-6	6.900	7.505	0	1.194	0.066	0.900	0	0.005	0.068	0.031	0.036	23.313	0.044	0.157
zhangjiafen	1962-2-7	6.900	7.470	0.444	1.493	0.089	0.900	0.001	0.009	0.068	0.053	0.035	23.136	0.082	0.155
zhangjiafen	1962-2-8	7.190	7.479	0.330	1.642	0.101	0.900	0.001	0.011	0.068	0.066	0.035	22.981	0.102	0.154
zhangjiafen	1962-2-9	6.620	7.547	2.234	3.609	0.132	0.900	0.006	0.016	0.068	0.097	0.035	22.872	0.148	0.153
zhangjiafen	1962-2-10	7.190	7.842	1.134	4.407	0.159	0.900	0.006	0.021	0.068	0.124	0.035	22.802	0.185	0.152
zhangjiafen	1962-2-11	7.470	8.252	0	4.064	0.164	0.900	0	0.021	0.068	0.129	0.035	22.739	0.192	0.152
zhangjiafen	1962-2-12	7.030	8.577	0.172	3.902	0.160	0.900	0.001	0.021	0.068	0.125	0.035	22.671	0.187	0.152
zhangjiafen	1962-2-13	7.790	8.779	0	3.580	0.156	0.900	0	0.020	0.068	0.121	0.035	22.598	0.181	0.151
zhangjiafen	1962-2-14	8.280	8.871	0	3.274	0.149	0.900	0	0.019	0.068	0.115	0.035	22.518	0.173	0.151
zhangjiafen	1962-2-15	7.480	8.891	0	2.982	0.143	0.900	0	0.018	0.068	0.109	0.035	22.429	0.165	0.150
zhangjiafen	1962-2-16	9.250	8.868	0	2.706	0.137	0.900	0	0.017	0.068	0.103	0.035	22.333	0.156	0.150
zhangjiafen	1962-2-17	8.980	8.817	0.557	2.983	0.138	0.900	0.002	0.017	0.068	0.103	0.035	22.238	0.157	0.149
zhangjiafen	1962-2-18	7.900	8.811	0	2.709	0.137	0.900	0	0.017	0.068	0.102	0.035	22.143	0.155	0.148
zhangjiafen	1962-2-19	7.730	8.783	0.149	2.592	0.132	0.900	0.001	0.017	0.068	0.098	0.034	22.043	0.150	0.148
zhangjiafen	1962-2-20	8.390	8.734	0	2.339	0.128	0.900	0	0.016	0.068	0.094	0.034	21.937	0.144	0.147
zhangjiafen	1962-2-21	7.900	8.670	0	2.092	0.136	1.000	0	0.015	0.068	0.097	0.038	21.820	0.135	0.146
zhangjiafen	1962-2-22	7.570	8.598	1.446	3.247	0.151	1.000	0.005	0.017	0.068	0.113	0.038	21.723	0.155	0.145
zhangjiafen	1962-2-23	7.410	8.603	0	2.912	0.193	1.200	0	0.019	0.068	0.148	0.045	21.634	0.168	0.145
zhangjiafen	1962-2-24	7.790	8.614	0.551	3.129	0.191	1.200	0.003	0.019	0.068	0.146	0.045	21.543	0.167	0.144
zhangjiafen	1962-2-25	8.640	8.653	0	2.802	0.189	1.200	0	0.018	0.068	0.144	0.045	21.451	0.165	0.144
zhangjiafen	1962-2-26	8.280	8.693	0	2.495	0.180	1.200	0	0.017	0.068	0.135	0.045	21.350	0.155	0.143
zhangjiafen	1962-2-27	7.270	8.701	0	2.208	0.171	1.200	0	0.016	0.068	0.126	0.045	21.239	0.145	0.142
zhangjiafen	1962-2-28	7.750	8.670	0.434	2.357	0.169	1.200	0.002	0.016	0.068	0.124	0.045	21.128	0.143	0.142
zhangjiafen	1962-3-1	8.090	8.639	0.549	2.477	0.350	2.400	0.002	0.017	0.068	0.260	0.090	20.979	0.150	0.141
zhangjiafen	1962-3-2	7.620	8.613	0	2.016	0.409	2.900	0	0.016	0.068	0.301	0.108	20.808	0.144	0.140
zhangjiafen	1962-3-3	7.650	8.570	0	1.610	0.372	2.900	0	0.014	0.068	0.265	0.108	20.621	0.128	0.139
zhangjiafen	1962-3-4	11.700	8.503	0.067	1.320	0.340	2.900	0	0.013	0.068	0.233	0.107	20.422	0.113	0.137
zhangjiafen	1962-3-5	10.700	8.418	0	1.011	0.308	2.900	0	0.011	0.068	0.201	0.107	20.210	0.098	0.136
zhangjiafen	1962-3-6	10.700	8.312	0	0.758	0.271	2.900	0	0.009	0.068	0.165	0.106	19.982	0.081	0.135
