xhui	1967	1	4.58	1.7	0.2	19.4	19.7	0	0	0	0.5	0	0.8	0.8	10.2	0	0	
xhui	1967	2	5.33	1.11	1.3	13	30.8	0	0	0	1.3	0	0.5	0.5	7.1	0	0	
xhui	1967	3	6.35	0.97	12	15.4	66.5	0	0	0	11.7	0	0.5	0.5	8.7	0	0	
xhui	1967	4	3.58	0.88	2.4	10.4	136.1	0	0	0	3.2	0	0.4	0.4	7.8	0	0	
xhui	1967	5	1.99	0.91	18.4	16.8	185.1	0	0	0	18.4	0	0.4	0.4	11.5	0	0	
xhui	1967	6	4.6	2.22	57.1	49.2	159	0	0	0	60.2	0	1.2	1.2	26.7	0	0	
xhui	1967	7	10.15	5.27	98.3	101.2	131.4	0.1	0	0	106.8	0.1	2.7	2.8	51.9	0	0	
xhui	1967	8	7.27	9.15	94.5	125.3	97.5	0.1	0	0	92.1	0.8	4.1	4.9	63.1	0	0	
xhui	1967	9	8.95	11.71	67.3	138.9	81.5	0.1	0	0	89.2	1.5	4.8	6.3	69.2	0	0	
xhui	1967	10	8.59	8.86	15.5	103.6	49.5	0	0	0	16.4	0.3	4.4	4.7	46.9	0	0	
xhui	1967	11	5.43	6.04	2.4	71.9	32.4	0	0	0	4.1	0	3.1	3.2	32.6	0	0	
xhui	1967	12	2.98	4.12	0.5	49	19	0	0	0	1	0	2.2	2.2	21.7	0	0	
xhui	1968	1	2.39	2.78	1.6	32.7	22.8	0	0	0	1.5	0	1.4	1.4	16.3	0	0	
xhui	1968	2	2.15	2.07	8	28.5	24.4	0	0	0	11.3	0	1.1	1.1	14.4	0	0	
xhui	1968	3	3.85	1.69	8.8	21.9	67.6	0	0	0	6.4	0	0.9	0.9	12.1	0	0	
xhui	1968	4	3.8	1.43	13.4	21.2	120.6	0	0	0	12.9	0	0.7	0.7	12.7	0	0	
xhui	1968	5	1.91	1.91	36.4	36.5	163.8	0	0	0	37.2	0	1	1	20.9	0	0	
xhui	1968	6	5.55	3.73	81.4	72.8	139.9	0	0	0	76.5	0	1.9	2	38.2	0	0	
xhui	1968	7	37.73	8.35	167.3	135.6	111.2	0.4	0.7	0	152.2	0.7	3.7	4.5	84.9	0	0	
xhui	1968	8	11.95	11.46	62.9	133.6	117.8	0.1	0	0	68.9	1.3	4.8	6.2	64.6	0	0	
xhui	1968	9	6.73	9.8	59.8	113	83.8	0.1	0	0	39.8	0.7	4.4	5.2	55.1	0	0	
xhui	1968	10	4.59	6.41	3.9	73.4	69.6	0	0	0	1.3	0	3.3	3.4	37.5	0	0	
xhui	1968	11	3.86	4.19	1	48.6	33	0	0	0	1	0	2.2	2.2	23.5	0	0	
xhui	1968	12	3.22	2.73	0	30.9	24.5	0	0	0	0	0	1.4	1.4	16.2	0	0	
xhui	1969	1	1.75	1.74	0	19.9	37.6	0	0	0	0.3	0	0.9	0.9	10.4	0	0	
xhui	1969	2	1.93	1.11	0.2	12.6	50.2	0	0	0	0.3	0	0.5	0.5	6.9	0	0	
xhui	1969	3	2.28	0.92	10.6	14.5	107.2	0	0	0	10.7	0	0.4	0.4	8.3	0	0	
xhui	1969	4	3.1	1.1	18.1	18.5	133.3	0	0	0	15.6	0	0.6	0.6	11	0	0	
xhui	1969	5	1.42	1.44	21.9	24.6	196.1	0	0	0	21.7	0	0.7	0.7	14.8	0	0	
xhui	1969	6	0.54	2.18	43.8	40.1	242.3	0	0	0	39.7	0	1.1	1.1	23.1	0	0	
xhui	1969	7	13.36	5.64	152.3	119.2	174.1	0.1	0	0	142.6	0.1	2.9	3	60.4	0	0	
xhui	1969	8	33.69	21.38	143.9	148.5	115.9	0.4	0.2	0	152.2	7.6	4.8	12.5	110.5	0	0	
xhui	1969	9	10.56	11.26	48.3	123	116.9	0	0	0	40.1	1	4.9	5.9	59.6	0	0	
xhui	1969	10	6.3	7.25	5.6	83.4	86	0	0	0	4.7	0	3.7	3.8	40.5	0	0	
xhui	1969	11	2.88	4.85	2.9	57	43.7	0	0	0	2.7	0	2.5	2.5	26.6	0	0	
xhui	1969	12	3.08	3.28	0	38.3	23	0	0	0	0.2	0	1.7	1.7	17.1	0	0	
xhui	1970	1	2.77	2.21	0.6	25.6	18.4	0	0	0	1.4	0	1.1	1.1	12.9	0	0	
xhui	1970	2	2.26	1.55	4.7	19.3	22.6	0	0	0	4.6	0	0.8	0.8	10	0	0	
