	Isample	g1	g2	Kr	KAW	AW0	Var
10135	    0.3943	    0.2893	    0.1264	    1.3720	   29.1610	    1.1541
10136	    0.3943	    0.2893	    0.1264	    1.3720	   29.1380	    1.1541
10137	    0.3943	    0.2893	    0.1264	    1.3720	   29.1600	    1.1541
10138	    0.4063	    0.2893	    0.1264	    1.3720	   29.1600	    1.1541
10139	    0.4063	    0.2893	    0.1264	    1.3720	   29.1600	    1.1941
10140	    0.4113	    0.2893	    0.1264	    1.3720	   29.1600	    1.1941
10141	    0.4113	    0.2893	    0.1264	    1.3720	   29.1620	    1.1941
10142	    0.4113	    0.2893	    0.1264	    1.3720	   29.1700	    1.1941
10143	    0.4113	    0.2893	    0.1264	    1.3720	   29.1700	    1.1671
10144	    0.4113	    0.2893	    0.1264	    1.3970	   29.1700	    1.1671
10145	    0.4113	    0.2893	    0.1264	    1.3500	   29.1700	    1.1671
10146	    0.4113	    0.2893	    0.1264	    1.3500	   29.1620	    1.1671
10147	    0.4113	    0.2893	    0.1264	    1.3500	   29.2090	    1.1671
10148	    0.4113	    0.2893	    0.1264	    1.3500	   29.2140	    1.1671
10149	    0.4113	    0.2893	    0.1264	    1.3500	   29.2140	    1.1471
10150	    0.4113	    0.2603	    0.1264	    1.3500	   29.2140	    1.1471
10151	    0.4113	    0.2603	    0.1264	    1.3500	   29.2140	    1.1561
10152	    0.4113	    0.2603	    0.1264	    1.3500	   29.2590	    1.1561
10153	    0.4113	    0.2603	    0.1264	    1.3500	   29.2590	    1.1991
10154	    0.4113	    0.2603	    0.1264	    1.3500	   29.2590	    1.1601
10155	    0.4113	    0.2603	    0.1264	    1.3500	   29.3020	    1.1601
10156	    0.4113	    0.2123	    0.1264	    1.3500	   29.3020	    1.1601
10157	    0.4113	    0.2123	    0.1264	    1.3500	   29.3020	    1.1601
10158	    0.4113	    0.2123	    0.1264	    1.3500	   29.3060	    1.1601
10159	    0.4113	    0.2123	    0.1264	    1.3020	   29.3060	    1.1601
10160	    0.4113	    0.2243	    0.1264	    1.3020	   29.3060	    1.1601
10161	    0.3773	    0.2243	    0.1264	    1.3020	   29.3060	    1.1601
10162	    0.3773	    0.2153	    0.1264	    1.3020	   29.3060	    1.1601
10163	    0.3773	    0.1923	    0.1264	    1.3020	   29.3060	    1.1601
10164	    0.3773	    0.1923	    0.1264	    1.3020	   29.3500	    1.1601
10165	    0.3773	    0.1923	    0.1264	    1.3020	   29.3500	    1.1671
10166	    0.3773	    0.1923	    0.1264	    1.3020	   29.3210	    1.1671
10167	    0.3773	    0.1923	    0.1264	    1.3020	   29.3210	    1.1371
10168	    0.3773	    0.1923	    0.1264	    1.3020	   29.3210	    1.1131
10169	    0.3773	    0.1923	    0.1264	    1.3020	   29.3380	    1.1131
10170	    0.3773	    0.1923	    0.1264	    1.3020	   29.3480	    1.1131
10171	    0.3773	    0.1923	    0.1264	    1.3130	   29.3480	    1.1131
10172	    0.3773	    0.1923	    0.1264	    1.3130	   29.3480	    1.0811
10173	    0.3773	    0.1923	    0.1264	    1.3130	   29.3540	    1.0811
10174	    0.3773	    0.1923	    0.1264	    1.3130	   29.3540	    1.0941
10175	    0.3773	    0.1923	    0.1264	    1.3130	   29.3240	    1.0941
10176	    0.3533	    0.1923	    0.1264	    1.3130	   29.3240	    1.0941
10177	    0.3553	    0.1923	    0.1264	    1.3130	   29.3240	    1.0941
10178	    0.3553	    0.1923	    0.1264	    1.3130	   29.3530	    1.0941
10179	    0.3553	    0.1923	    0.1264	    1.3130	   29.3450	    1.0941
10180	    0.3503	    0.1923	    0.1264	    1.3130	   29.3450	    1.0941
10181	    0.3503	    0.1603	    0.1264	    1.3130	   29.3450	    1.0941
10182	    0.3503	    0.1603	    0.1264	    1.3130	   29.3450	    1.0871
10183	    0.3503	    0.1603	    0.1264	    1.3130	   29.3050	    1.0871
10184	    0.3503	    0.1603	    0.1054	    1.3130	   29.3050	    1.0871
10185	    0.3503	    0.1603	    0.1054	    1.2920	   29.3050	    1.0871
10186	    0.3503	    0.1913	    0.1054	    1.2920	   29.3050	    1.0871
10187	    0.3503	    0.1913	    0.0644	    1.2920	   29.3050	    1.0871
10188	    0.3903	    0.1913	    0.0644	    1.2920	   29.3050	    1.0871
10189	    0.3903	    0.1913	    0.1124	    1.2920	   29.3050	    1.0871
10190	    0.3753	    0.1913	    0.1124	    1.2920	   29.3050	    1.0871
10191	    0.3753	    0.1913	    0.1124	    1.2920	   29.3050	    1.0871
10192	    0.3753	    0.1913	    0.1124	    1.2920	   29.3050	    1.0871
10193	    0.3753	    0.1913	    0.1124	    1.2920	   29.2670	    1.0871
10194	    0.3753	    0.1913	    0.1124	    1.2920	   29.2980	    1.0871
10195	    0.3753	    0.1913	    0.1124	    1.2530	   29.2980	    1.0871
10196	    0.3753	    0.1913	    0.1124	    1.2490	   29.2980	    1.0871
10197	    0.3753	    0.1913	    0.1124	    1.2130	   29.2980	    1.0871
10198	    0.3753	    0.1913	    0.1124	    1.2130	   29.2980	    1.0991
10199	    0.3753	    0.1913	    0.1124	    1.2130	   29.2980	    1.0991
10200	    0.3753	    0.2103	    0.1124	    1.2130	   29.2980	    1.0991
10201	    0.3443	    0.2103	    0.1124	    1.2130	   29.2980	    1.0991
10202	    0.3443	    0.2103	    0.1124	    1.2130	   29.2540	    1.0991
10203	    0.3443	    0.2103	    0.1124	    1.2130	   29.2540	    1.0541
10204	    0.3443	    0.2103	    0.1324	    1.2130	   29.2540	    1.0541
10205	    0.3443	    0.1733	    0.1324	    1.2130	   29.2540	    1.0541
10206	    0.3443	    0.1733	    0.1324	    1.2130	   29.2540	    1.0891
10207	    0.3443	    0.1923	    0.1324	    1.2130	   29.2540	    1.0891
10208	    0.3443	    0.1923	    0.1324	    1.1870	   29.2540	    1.0891
10209	    0.3443	    0.1923	    0.1324	    1.1870	   29.2540	    1.0611
10210	    0.3443	    0.1923	    0.1324	    1.1510	   29.2540	    1.0611
10211	    0.3443	    0.1923	    0.1324	    1.1510	   29.2540	    1.0351
10212	    0.3443	    0.1923	    0.1324	    1.1510	   29.2570	    1.0351
10213	    0.3443	    0.1923	    0.1324	    1.1510	   29.2570	    1.0371
10214	    0.3443	    0.1923	    0.1324	    1.1510	   29.2570	    1.0051
10215	    0.3443	    0.1923	    0.1324	    1.1510	   29.2570	    1.0301
10216	    0.3443	    0.1923	    0.1324	    1.1510	   29.2150	    1.0301
10217	    0.3443	    0.2073	    0.1324	    1.1510	   29.2150	    1.0301
10218	    0.3443	    0.2073	    0.1324	    1.1510	   29.2150	    1.0521
10219	    0.3443	    0.2073	    0.1324	    1.1920	   29.2150	    1.0521
10220	    0.3443	    0.2073	    0.1324	    1.2080	   29.2150	    1.0521
10221	    0.3443	    0.2523	    0.1324	    1.2080	   29.2150	    1.0521
10222	    0.3443	    0.2523	    0.1324	    1.2080	   29.2150	    1.0521
10223	    0.3443	    0.2523	    0.1324	    1.1930	   29.2150	    1.0521
10224	    0.2953	    0.2523	    0.1324	    1.1930	   29.2150	    1.0521
10225	    0.2953	    0.2523	    0.1324	    1.1900	   29.2150	    1.0521
10226	    0.2493	    0.2523	    0.1324	    1.1900	   29.2150	    1.0521
10227	    0.2493	    0.2523	    0.1324	    1.1820	   29.2150	    1.0521
10228	    0.2493	    0.2523	    0.1324	    1.1910	   29.2150	    1.0521
10229	    0.2493	    0.2523	    0.1324	    1.1910	   29.2150	    1.0751
10230	    0.2493	    0.2523	    0.1324	    1.2290	   29.2150	    1.0751
10231	    0.2493	    0.2523	    0.1324	    1.2290	   29.2160	    1.0751
10232	    0.2533	    0.2523	    0.1324	    1.2290	   29.2160	    1.0751
10233	    0.2533	    0.2523	    0.1324	    1.2290	   29.2160	    1.0751
10234	    0.2533	    0.2523	    0.1324	    1.2290	   29.2160	    1.0421
10235	    0.2143	    0.2523	    0.1324	    1.2290	   29.2160	    1.0421
10236	    0.2143	    0.2523	    0.1324	    1.2290	   29.2350	    1.0421
10237	    0.2633	    0.2523	    0.1324	    1.2290	   29.2350	    1.0421
10238	    0.2633	    0.2523	    0.1324	    1.2290	   29.2570	    1.0421
10239	    0.2633	    0.2523	    0.1324	    1.2190	   29.2570	    1.0421
10240	    0.2633	    0.2453	    0.1324	    1.2190	   29.2570	    1.0421
10241	    0.2833	    0.2453	    0.1324	    1.2190	   29.2570	    1.0421
10242	    0.2833	    0.2453	    0.1324	    1.2190	   29.2570	    1.0121
10243	    0.2833	    0.2453	    0.1324	    1.2190	   29.2570	    1.0431
10244	    0.2833	    0.2453	    0.0894	    1.2190	   29.2570	    1.0431
10245	    0.2833	    0.2453	    0.0894	    1.2190	   29.3060	    1.0431
10246	    0.2833	    0.2453	    0.0684	    1.2190	   29.3060	    1.0431
10247	    0.2833	    0.2823	    0.0684	    1.2190	   29.3060	    1.0431
10248	    0.2833	    0.2823	    0.0684	    1.2040	   29.3060	    1.0431
10249	    0.2833	    0.2823	    0.0454	    1.2040	   29.3060	    1.0431
10250	    0.2833	    0.3053	    0.0454	    1.2040	   29.3060	    1.0431
10251	    0.2833	    0.3053	    0.0454	    1.2040	   29.2770	    1.0431
10252	    0.2833	    0.3053	    0.0454	    1.2040	   29.2770	    1.0431
10253	    0.2893	    0.3053	    0.0454	    1.2040	   29.2770	    1.0431
10254	    0.2893	    0.3053	    0.0454	    1.2040	   29.2770	    1.0841
10255	    0.2893	    0.3053	    0.0454	    1.2040	   29.2770	    1.1281
10256	    0.2893	    0.3053	    0.0208	    1.2040	   29.2770	    1.1281
10257	    0.2893	    0.3053	    0.0129	    1.2040	   29.2770	    1.1281
10258	    0.2893	    0.3053	    0.0129	    1.2070	   29.2770	    1.1281
10259	    0.2893	    0.3053	    0.0129	    1.2070	   29.2630	    1.1281
10260	    0.2893	    0.3053	    0.0129	    1.2070	   29.2630	    1.1051
10261	    0.2893	    0.3053	    0.0129	    1.2070	   29.2530	    1.1051
10262	    0.2893	    0.3053	    0.0129	    1.2010	   29.2530	    1.1051
10263	    0.3323	    0.3053	    0.0129	    1.2010	   29.2530	    1.1051
10264	    0.3323	    0.2573	    0.0129	    1.2010	   29.2530	    1.1051
10265	    0.3323	    0.2573	    0.0129	    1.2010	   29.2090	    1.1051
10266	    0.3323	    0.2573	    0.0129	    1.2010	   29.2090	    1.1051
10267	    0.3323	    0.2573	    0.0238	    1.2010	   29.2090	    1.1051
10268	    0.3323	    0.2573	    0.0238	    1.1870	   29.2090	    1.1051
10269	    0.3593	    0.2573	    0.0238	    1.1870	   29.2090	    1.1051
10270	    0.3593	    0.2223	    0.0238	    1.1870	   29.2090	    1.1051
10271	    0.3593	    0.2223	    0.0238	    1.1870	   29.2550	    1.1051
10272	    0.3593	    0.2223	    0.0238	    1.1870	   29.2360	    1.1051
10273	    0.3593	    0.2223	    0.0238	    1.1870	   29.2360	    1.0861
10274	    0.3593	    0.2263	    0.0238	    1.1870	   29.2360	    1.0861
10275	    0.3593	    0.2263	    0.0980	    1.1870	   29.2360	    1.0861
10276	    0.3213	    0.2263	    0.0980	    1.1870	   29.2360	    1.0861
10277	    0.3213	    0.2263	    0.0980	    1.1860	   29.2360	    1.0861
10278	    0.3163	    0.2263	    0.0980	    1.1860	   29.2360	    1.0861
10279	    0.3163	    0.2123	    0.0980	    1.1860	   29.2360	    1.0861
10280	    0.3163	    0.2123	    0.0550	    1.1860	   29.2360	    1.0861
10281	    0.2773	    0.2123	    0.0550	    1.1860	   29.2360	    1.0861
10282	    0.2773	    0.2513	    0.0550	    1.1860	   29.2360	    1.0861
10283	    0.2773	    0.2513	    0.0550	    1.1860	   29.2160	    1.0861
10284	    0.2773	    0.2513	    0.0550	    1.1860	   29.2160	    1.0391
10285	    0.3033	    0.2513	    0.0550	    1.1860	   29.2160	    1.0391
10286	    0.3033	    0.2643	    0.0550	    1.1860	   29.2160	    1.0391
10287	    0.3033	    0.2643	    0.0550	    1.1460	   29.2160	    1.0391
10288	    0.3023	    0.2643	    0.0550	    1.1460	   29.2160	    1.0391
10289	    0.3023	    0.2643	    0.0550	    1.1460	   29.2550	    1.0391
10290	    0.3023	    0.2963	    0.0550	    1.1460	   29.2550	    1.0391
10291	    0.3023	    0.2963	    0.0550	    1.1460	   29.2550	    1.0781
10292	    0.2613	    0.2963	    0.0550	    1.1460	   29.2550	    1.0781
10293	    0.2613	    0.3043	    0.0550	    1.1460	   29.2550	    1.0781
10294	    0.2613	    0.2893	    0.0550	    1.1460	   29.2550	    1.0781
10295	    0.2613	    0.2893	    0.0550	    1.1460	   29.2380	    1.0781
10296	    0.2613	    0.2893	    0.0550	    1.1460	   29.2380	    1.0331
10297	    0.2613	    0.3083	    0.0550	    1.1460	   29.2380	    1.0331
10298	    0.2643	    0.3083	    0.0550	    1.1460	   29.2380	    1.0331
10299	    0.2643	    0.3083	    0.0550	    1.1460	   29.2380	    1.0001
10300	    0.2853	    0.3083	    0.0550	    1.1460	   29.2380	    1.0001
10301	    0.2853	    0.3083	    0.0550	    1.1460	   29.2460	    1.0001
10302	    0.2853	    0.3343	    0.0550	    1.1460	   29.2460	    1.0001
10303	    0.2853	    0.3343	    0.0550	    1.1460	   29.2460	    1.0001
10304	    0.2853	    0.3263	    0.0550	    1.1460	   29.2460	    1.0001
10305	    0.2853	    0.3263	    0.0550	    1.1620	   29.2460	    1.0001
10306	    0.2853	    0.3263	    0.0550	    1.1620	   29.2460	    0.9951
10307	    0.2853	    0.3263	    0.0550	    1.1980	   29.2460	    0.9951
10308	    0.2853	    0.3663	    0.0550	    1.1980	   29.2460	    0.9951
10309	    0.2853	    0.3403	    0.0550	    1.1980	   29.2460	    0.9951
10310	    0.2853	    0.3403	    0.1010	    1.1980	   29.2460	    0.9951
10311	    0.2853	    0.3613	    0.1010	    1.1980	   29.2460	    0.9951
10312	    0.2583	    0.3613	    0.1010	    1.1980	   29.2460	    0.9951
10313	    0.2583	    0.3613	    0.1010	    1.1480	   29.2460	    0.9951
10314	    0.2583	    0.3613	    0.1010	    1.1480	   29.2460	    0.9641
10315	    0.2123	    0.3613	    0.1010	    1.1480	   29.2460	    0.9641
10316	    0.2123	    0.3613	    0.1010	    1.1480	   29.2740	    0.9641
10317	    0.2123	    0.3613	    0.1010	    1.1480	   29.2740	    0.9561
10318	    0.2123	    0.3613	    0.1430	    1.1480	   29.2740	    0.9561
10319	    0.2123	    0.3613	    0.1430	    1.1480	   29.2740	    0.9211
10320	    0.2123	    0.3613	    0.1430	    1.1500	   29.2740	    0.9211
10321	    0.2123	    0.3613	    0.1430	    1.1850	   29.2740	    0.9211
10322	    0.2123	    0.3613	    0.1430	    1.1700	   29.2740	    0.9211
10323	    0.2123	    0.3613	    0.0930	    1.1700	   29.2740	    0.9211
10324	    0.2123	    0.3613	    0.0930	    1.1700	   29.2540	    0.9211
10325	    0.2123	    0.3613	    0.0930	    1.1700	   29.2540	    0.9591
10326	    0.2123	    0.3983	    0.0930	    1.1700	   29.2540	    0.9591
10327	    0.2063	    0.3983	    0.0930	    1.1700	   29.2540	    0.9591
10328	    0.2063	    0.3983	    0.0930	    1.1700	   29.2540	    0.9591
10329	    0.2063	    0.3983	    0.0850	    1.1700	   29.2540	    0.9591
10330	    0.2063	    0.3983	    0.0850	    1.1700	   29.2860	    0.9591
10331	    0.2063	    0.3983	    0.0850	    1.1700	   29.2860	    1.0081
10332	    0.2063	    0.3983	    0.1190	    1.1700	   29.2860	    1.0081
10333	    0.2063	    0.3983	    0.1190	    1.1700	   29.2860	    1.0091
10334	    0.2063	    0.3983	    0.1190	    1.1450	   29.2860	    1.0091
10335	    0.2063	    0.3983	    0.1180	    1.1450	   29.2860	    1.0091
10336	    0.2063	    0.3983	    0.1180	    1.1450	   29.2860	    1.0241
10337	    0.2063	    0.3983	    0.1180	    1.1450	   29.2860	    1.0281
10338	    0.2063	    0.3983	    0.1180	    1.1450	   29.2500	    1.0281
10339	    0.2063	    0.3983	    0.1180	    1.1450	   29.2500	    1.0461
10340	    0.2063	    0.4173	    0.1180	    1.1450	   29.2500	    1.0461
10341	    0.2063	    0.4173	    0.1180	    1.1450	   29.2680	    1.0461
10342	    0.2453	    0.4173	    0.1180	    1.1450	   29.2680	    1.0461
10343	    0.2453	    0.4173	    0.1180	    1.1740	   29.2680	    1.0461
10344	    0.2453	    0.4173	    0.0840	    1.1740	   29.2680	    1.0461
10345	    0.2453	    0.4173	    0.0840	    1.1600	   29.2680	    1.0461
10346	    0.2093	    0.4173	    0.0840	    1.1600	   29.2680	    1.0461
10347	    0.1943	    0.4173	    0.0840	    1.1600	   29.2680	    1.0461
10348	    0.1943	    0.3703	    0.0840	    1.1600	   29.2680	    1.0461
10349	    0.1943	    0.3703	    0.0840	    1.1600	   29.2680	    1.0281
10350	    0.1943	    0.3703	    0.0840	    1.1870	   29.2680	    1.0281
10351	    0.1943	    0.4193	    0.0840	    1.1870	   29.2680	    1.0281
10352	    0.1943	    0.4023	    0.0840	    1.1870	   29.2680	    1.0281
10353	    0.1853	    0.4023	    0.0840	    1.1870	   29.2680	    1.0281
10354	    0.2093	    0.4023	    0.0840	    1.1870	   29.2680	    1.0281
10355	    0.2093	    0.4023	    0.0840	    1.1870	   29.2590	    1.0281
10356	    0.2093	    0.4023	    0.0840	    1.1870	   29.2920	    1.0281
10357	    0.2093	    0.4493	    0.0840	    1.1870	   29.2920	    1.0281
10358	    0.1923	    0.4493	    0.0840	    1.1870	   29.2920	    1.0281
10359	    0.2143	    0.4493	    0.0840	    1.1870	   29.2920	    1.0281
10360	    0.2143	    0.4493	    0.0840	    1.1870	   29.2680	    1.0281
10361	    0.2143	    0.4493	    0.0840	    1.2020	   29.2680	    1.0281
10362	    0.2143	    0.4493	    0.0600	    1.2020	   29.2680	    1.0281
10363	    0.2143	    0.4493	    0.0600	    1.1650	   29.2680	    1.0281
10364	    0.2143	    0.4493	    0.0600	    1.1600	   29.2680	    1.0281
10365	    0.2143	    0.4493	    0.0600	    1.1970	   29.2680	    1.0281
10366	    0.2143	    0.4493	    0.0600	    1.1630	   29.2680	    1.0281
10367	    0.2143	    0.4493	    0.0600	    1.1680	   29.2680	    1.0281
10368	    0.2143	    0.4493	    0.0600	    1.1680	   29.2680	    1.0151
10369	    0.2143	    0.4813	    0.0600	    1.1680	   29.2680	    1.0151
10370	    0.2143	    0.4813	    0.0600	    1.1680	   29.2400	    1.0151
10371	    0.1693	    0.4813	    0.0600	    1.1680	   29.2400	    1.0151
10372	    0.1693	    0.4813	    0.0600	    1.2150	   29.2400	    1.0151
10373	    0.1693	    0.4813	    0.0600	    1.2150	   29.2400	    1.0381
10374	    0.1693	    0.5183	    0.0600	    1.2150	   29.2400	    1.0381
10375	    0.1693	    0.5183	    0.0600	    1.2150	   29.2860	    1.0381
10376	    0.1693	    0.5053	    0.0600	    1.2150	   29.2860	    1.0381
10377	    0.1693	    0.5053	    0.0600	    1.2120	   29.2860	    1.0381
10378	    0.1693	    0.5203	    0.0600	    1.2120	   29.2860	    1.0381
10379	    0.1693	    0.5203	    0.0600	    1.2120	   29.2860	    1.0041
10380	    0.2173	    0.5203	    0.0600	    1.2120	   29.2860	    1.0041
10381	    0.2173	    0.5203	    0.0600	    1.2490	   29.2860	    1.0041
10382	    0.2173	    0.4923	    0.0600	    1.2490	   29.2860	    1.0041
10383	    0.2323	    0.4923	    0.0600	    1.2490	   29.2860	    1.0041
10384	    0.2323	    0.4923	    0.0600	    1.2050	   29.2860	    1.0041
10385	    0.2513	    0.4923	    0.0600	    1.2050	   29.2860	    1.0041
10386	    0.2513	    0.4923	    0.0570	    1.2050	   29.2860	    1.0041
10387	    0.2513	    0.4923	    0.0570	    1.1770	   29.2860	    1.0041
10388	    0.2513	    0.4503	    0.0570	    1.1770	   29.2860	    1.0041
10389	    0.2513	    0.4503	    0.0570	    1.1770	   29.2860	    1.0521
10390	    0.2293	    0.4503	    0.0570	    1.1770	   29.2860	    1.0521
10391	    0.2293	    0.4503	    0.0570	    1.1540	   29.2860	    1.0521
10392	    0.2293	    0.4503	    0.0570	    1.1540	   29.2720	    1.0521
10393	    0.2293	    0.4503	    0.0570	    1.1540	   29.2720	    1.0821
10394	    0.2293	    0.4503	    0.0570	    1.1540	   29.2720	    1.1261
10395	    0.2733	    0.4503	    0.0570	    1.1540	   29.2720	    1.1261
10396	    0.2733	    0.4393	    0.0570	    1.1540	   29.2720	    1.1261
10397	    0.2733	    0.4293	    0.0570	    1.1540	   29.2720	    1.1261
10398	    0.2733	    0.4783	    0.0570	    1.1540	   29.2720	    1.1261
10399	    0.2733	    0.4783	    0.0570	    1.1540	   29.2720	    1.1171
10400	    0.2733	    0.4783	    0.0570	    1.1540	   29.2520	    1.1171
10401	    0.2733	    0.4783	    0.0570	    1.1540	   29.2520	    1.1301
10402	    0.2733	    0.4783	    0.0570	    1.1890	   29.2520	    1.1301
10403	    0.2733	    0.4783	    0.0570	    1.1890	   29.2980	    1.1301
10404	    0.2623	    0.4783	    0.0570	    1.1890	   29.2980	    1.1301
10405	    0.2623	    0.4783	    0.0570	    1.2280	   29.2980	    1.1301
10406	    0.2623	    0.4783	    0.0570	    1.1940	   29.2980	    1.1301
10407	    0.2623	    0.4783	    0.0570	    1.1940	   29.2980	    1.1261
10408	    0.2623	    0.4783	    0.0570	    1.1940	   29.2830	    1.1261
10409	    0.2623	    0.4783	    0.0570	    1.1940	   29.2950	    1.1261
10410	    0.2623	    0.4783	    0.1060	    1.1940	   29.2950	    1.1261
10411	    0.2623	    0.4783	    0.1060	    1.2150	   29.2950	    1.1261
10412	    0.2623	    0.4783	    0.1060	    1.2150	   29.3150	    1.1261
10413	    0.2623	    0.4783	    0.1060	    1.2150	   29.2710	    1.1261
10414	    0.2623	    0.4433	    0.1060	    1.2150	   29.2710	    1.1261
10415	    0.2623	    0.4433	    0.1060	    1.2220	   29.2710	    1.1261
10416	    0.2623	    0.4433	    0.1060	    1.2100	   29.2710	    1.1261
10417	    0.2623	    0.4433	    0.1060	    1.1690	   29.2710	    1.1261
10418	    0.2623	    0.4423	    0.1060	    1.1690	   29.2710	    1.1261
10419	    0.2623	    0.4423	    0.1060	    1.1690	   29.2710	    1.1271
10420	    0.2203	    0.4423	    0.1060	    1.1690	   29.2710	    1.1271
10421	    0.2203	    0.4423	    0.1060	    1.1690	   29.2710	    1.0801
10422	    0.2203	    0.4423	    0.1060	    1.1630	   29.2710	    1.0801
10423	    0.2203	    0.4423	    0.1060	    1.1630	   29.2710	    1.0511
10424	    0.2203	    0.4423	    0.1060	    1.1630	   29.2470	    1.0511
10425	    0.2203	    0.4313	    0.1060	    1.1630	   29.2470	    1.0511
10426	    0.2203	    0.4313	    0.0880	    1.1630	   29.2470	    1.0511
10427	    0.1963	    0.4313	    0.0880	    1.1630	   29.2470	    1.0511
10428	    0.1963	    0.4313	    0.0880	    1.1340	   29.2470	    1.0511
10429	    0.1963	    0.4313	    0.0880	    1.1340	   29.2620	    1.0511
10430	    0.2303	    0.4313	    0.0880	    1.1340	   29.2620	    1.0511
10431	    0.2243	    0.4313	    0.0880	    1.1340	   29.2620	    1.0511
10432	    0.2243	    0.4313	    0.0880	    1.1340	   29.2730	    1.0511
10433	    0.2243	    0.4313	    0.0880	    1.1520	   29.2730	    1.0511
10434	    0.2243	    0.4313	    0.0880	    1.1520	   29.2920	    1.0511
10435	    0.2243	    0.4293	    0.0880	    1.1520	   29.2920	    1.0511
10436	    0.2243	    0.4293	    0.0880	    1.1520	   29.2920	    1.0011
10437	    0.1803	    0.4293	    0.0880	    1.1520	   29.2920	    1.0011
10438	    0.1803	    0.4293	    0.0880	    1.1400	   29.2920	    1.0011
10439	    0.1803	    0.4293	    0.0880	    1.1400	   29.2920	    0.9791
10440	    0.1593	    0.4293	    0.0880	    1.1400	   29.2920	    0.9791
10441	    0.1593	    0.4293	    0.0880	    1.0980	   29.2920	    0.9791
10442	    0.1593	    0.4293	    0.0880	    1.1010	   29.2920	    0.9791
10443	    0.1593	    0.4293	    0.0880	    1.0740	   29.2920	    0.9791
10444	    0.1593	    0.4293	    0.0560	    1.0740	   29.2920	    0.9791
10445	    0.1593	    0.4353	    0.0560	    1.0740	   29.2920	    0.9791
10446	    0.1593	    0.4353	    0.0560	    1.0740	   29.2920	    0.9451
10447	    0.1593	    0.4353	    0.0560	    1.1040	   29.2920	    0.9451
10448	    0.1593	    0.4353	    0.0560	    1.1040	   29.2810	    0.9451
10449	    0.1593	    0.4353	    0.0560	    1.1040	   29.2810	    0.9421
10450	    0.1513	    0.4353	    0.0560	    1.1040	   29.2810	    0.9421
10451	    0.1513	    0.4663	    0.0560	    1.1040	   29.2810	    0.9421
10452	    0.1513	    0.4663	    0.0560	    1.1390	   29.2810	    0.9421
10453	    0.1513	    0.4693	    0.0560	    1.1390	   29.2810	    0.9421
10454	    0.1513	    0.4383	    0.0560	    1.1390	   29.2810	    0.9421
10455	    0.1513	    0.4383	    0.0560	    1.1390	   29.2440	    0.9421
10456	    0.1513	    0.4383	    0.0560	    1.1390	   29.2800	    0.9421
10457	    0.1513	    0.4383	    0.0830	    1.1390	   29.2800	    0.9421
10458	    0.1513	    0.4383	    0.0830	    1.1390	   29.3280	    0.9421
10459	    0.1513	    0.4383	    0.0830	    1.1390	   29.3150	    0.9421
10460	    0.1513	    0.4383	    0.0830	    1.1390	   29.3020	    0.9421
10461	    0.1513	    0.4383	    0.0360	    1.1390	   29.3020	    0.9421
10462	    0.1513	    0.4383	    0.0360	    1.1390	   29.3020	    0.9421
10463	    0.1513	    0.4143	    0.0360	    1.1390	   29.3020	    0.9421
10464	    0.1513	    0.4143	    0.0360	    1.1390	   29.3020	    0.9541
10465	    0.1513	    0.4053	    0.0360	    1.1390	   29.3020	    0.9541
10466	    0.1513	    0.4053	    0.0360	    1.1390	   29.2870	    0.9541
10467	    0.1513	    0.4513	    0.0360	    1.1390	   29.2870	    0.9541
10468	    0.1513	    0.4513	    0.0842	    1.1390	   29.2870	    0.9541
10469	    0.1513	    0.4513	    0.0842	    1.1390	   29.2870	    0.9401
10470	    0.1513	    0.4873	    0.0842	    1.1390	   29.2870	    0.9401
10471	    0.1513	    0.4753	    0.0842	    1.1390	   29.2870	    0.9401
10472	    0.1513	    0.4753	    0.0582	    1.1390	   29.2870	    0.9401
10473	    0.1513	    0.4753	    0.0582	    1.1140	   29.2870	    0.9401
10474	    0.1513	    0.4753	    0.0582	    1.1030	   29.2870	    0.9401
10475	    0.1513	    0.4753	    0.0582	    1.1030	   29.2870	    0.9401
10476	    0.1513	    0.4753	    0.0582	    1.1030	   29.2870	    0.9671
10477	    0.1513	    0.4753	    0.0582	    1.1030	   29.2870	    0.9721
10478	    0.1513	    0.4753	    0.0582	    1.1030	   29.2870	    0.9791
10479	    0.1513	    0.4753	    0.0582	    1.1030	   29.2870	    1.0071
10480	    0.1513	    0.4413	    0.0582	    1.1030	   29.2870	    1.0071
10481	    0.1343	    0.4413	    0.0582	    1.1030	   29.2870	    1.0071
10482	    0.1343	    0.4413	    0.0582	    1.1030	   29.2870	    0.9891
10483	    0.1343	    0.4353	    0.0582	    1.1030	   29.2870	    0.9891
10484	    0.1343	    0.4353	    0.0882	    1.1030	   29.2870	    0.9891
10485	    0.1343	    0.4353	    0.0882	    1.1030	   29.2870	    1.0341
10486	    0.1343	    0.4353	    0.0882	    1.1030	   29.2870	    1.0041
10487	    0.1343	    0.3973	    0.0882	    1.1030	   29.2870	    1.0041
10488	    0.1343	    0.3973	    0.0882	    1.1030	   29.2870	    0.9721
10489	    0.1343	    0.3973	    0.0962	    1.1030	   29.2870	    0.9721
10490	    0.1343	    0.3973	    0.0962	    1.1030	   29.2870	    0.9981
10491	    0.1343	    0.3973	    0.0962	    1.1030	   29.2870	    1.0051
10492	    0.1343	    0.3973	    0.0962	    1.0900	   29.2870	    1.0051
