871514.0810	4517314.5418	32
872514.0810	4517314.5418	123
871514.0810	4516814.5418	31
872514.0810	4516814.5418	123
873514.0810	4516814.5418	31
871514.0810	4516314.5418	31
872514.0810	4516314.5418	123
873514.0810	4516314.5418	31
871014.0810	4515814.5418	32
872014.0810	4515814.5418	123
873014.0810	4515814.5418	123
874014.0810	4515814.5418	123
871514.0810	4515314.5418	32
872514.0810	4515314.5418	31
873514.0810	4515314.5418	123
874514.0810	4515314.5418	123
875514.0810	4515314.5418	31
872514.0810	4514814.5418	123
873514.0810	4514814.5418	31
874514.0810	4514814.5418	31
875514.0810	4514814.5418	31
876514.0810	4514814.5418	31
877514.0810	4514814.5418	31
872014.0810	4514314.5418	123
873014.0810	4514314.5418	31
874014.0810	4514314.5418	31
875014.0810	4514314.5418	123
876014.0810	4514314.5418	31
877014.0810	4514314.5418	123
878014.0810	4514314.5418	123
872514.0810	4513814.5418	123
873514.0810	4513814.5418	123
874514.0810	4513814.5418	31
875514.0810	4513814.5418	31
876514.0810	4513814.5418	123
877514.0810	4513814.5418	31
872014.0810	4513314.5418	123
872014.0810	4517314.5418	123
873014.0810	4517314.5418	123
872014.0810	4516814.5418	31
873014.0810	4516814.5418	31
871014.0810	4516314.5418	32
872014.0810	4516314.5418	31
873014.0810	4516314.5418	123
874014.0810	4516314.5418	123
871514.0810	4515814.5418	31
872514.0810	4515814.5418	123
873514.0810	4515814.5418	31
874514.0810	4515814.5418	31
872014.0810	4515314.5418	31
873014.0810	4515314.5418	123
874014.0810	4515314.5418	31
875014.0810	4515314.5418	31
872014.0810	4514814.5418	123
873014.0810	4514814.5418	31
874014.0810	4514814.5418	31
875014.0810	4514814.5418	123
876014.0810	4514814.5418	31
877014.0810	4514814.5418	31
878014.0810	4514814.5418	31
872514.0810	4514314.5418	31
873514.0810	4514314.5418	31
874514.0810	4514314.5418	31
875514.0810	4514314.5418	123
876514.0810	4514314.5418	123
877514.0810	4514314.5418	31
872014.0810	4513814.5418	21
873014.0810	4513814.5418	123
874014.0810	4513814.5418	123
875014.0810	4513814.5418	52
876014.0810	4513814.5418	31
877014.0810	4513814.5418	31
878014.0810	4513814.5418	123
872514.0810	4513314.5418	52
873014.0810	4513314.5418	123
873514.0810	4513314.5418	21
874014.0810	4513314.5418	123
874514.0810	4513314.5418	31
875014.0810	4513314.5418	123
875514.0810	4513314.5418	123
876014.0810	4513314.5418	123
876514.0810	4513314.5418	123
877014.0810	4513314.5418	31
877514.0810	4513314.5418	123
878014.0810	4513314.5418	123
872014.0810	4512814.5418	123
872514.0810	4512814.5418	123
873014.0810	4512814.5418	123
873514.0810	4512814.5418	21
874014.0810	4512814.5418	123
874514.0810	4512814.5418	123
875014.0810	4512814.5418	123
875514.0810	4512814.5418	123
876014.0810	4512814.5418	31
876514.0810	4512814.5418	52
877014.0810	4512814.5418	123
877514.0810	4512814.5418	123
878014.0810	4512814.5418	31
878514.0810	4512814.5418	123
872014.0810	4512314.5418	123
872514.0810	4512314.5418	123
873014.0810	4512314.5418	123
873514.0810	4512314.5418	123
874014.0810	4512314.5418	123
874514.0810	4512314.5418	123
875014.0810	4512314.5418	123
875514.0810	4512314.5418	123
876014.0810	4512314.5418	123
876514.0810	4512314.5418	123
877014.0810	4512314.5418	21
877514.0810	4512314.5418	123
878014.0810	4512314.5418	123
878514.0810	4512314.5418	123
879014.0810	4512314.5418	31
872014.0810	4511814.5418	123
872514.0810	4511814.5418	123
873014.0810	4511814.5418	123
873514.0810	4511814.5418	123
874014.0810	4511814.5418	123
874514.0810	4511814.5418	123
875014.0810	4511814.5418	123
875514.0810	4511814.5418	123
876014.0810	4511814.5418	31
876514.0810	4511814.5418	123
