859514.0810	4489814.5418	0.0295
860014.0810	4485814.5418	0.0698
860014.0810	4486314.5418	0.1661
860014.0810	4486814.5418	0.1014
860014.0810	4487314.5418	0.0787
860014.0810	4487814.5418	0.0661
860014.0810	4489314.5418	0.0731
860014.0810	4489814.5418	0.0859
860014.0810	4490314.5418	0.0459
860514.0810	4485814.5418	0.0791
860514.0810	4486314.5418	0.2595
860514.0810	4486814.5418	0.1361
860514.0810	4487314.5418	0.1345
860514.0810	4487814.5418	0.0734
860514.0810	4488314.5418	0.0288
860514.0810	4489314.5418	0.0958
860514.0810	4489814.5418	0.1301
860514.0810	4490314.5418	0.0666
860514.0810	4490814.5418	0.0440
860514.0810	4491814.5418	0.0279
860514.0810	4492314.5418	0.0255
861014.0810	4485814.5418	0.1254
861014.0810	4486314.5418	0.3174
861014.0810	4486814.5418	0.1320
861014.0810	4487314.5418	0.1523
861014.0810	4487814.5418	0.1154
861014.0810	4488314.5418	0.0924
861014.0810	4488814.5418	0.0787
861014.0810	4489314.5418	0.1143
861014.0810	4489814.5418	0.1290
861014.0810	4490314.5418	0.0940
861014.0810	4490814.5418	0.0914
861014.0810	4491314.5418	0.0838
861014.0810	4491814.5418	0.0755
861014.0810	4492314.5418	0.0780
861014.0810	4492814.5418	0.0706
861014.0810	4493314.5418	0.0547
861014.0810	4493814.5418	0.0500
861514.0810	4482814.5418	0.0669
861514.0810	4484314.5418	0.0850
861514.0810	4484814.5418	0.1175
861514.0810	4485314.5418	0.1055
861514.0810	4485814.5418	0.1452
861514.0810	4486314.5418	0.3228
861514.0810	4486814.5418	0.1423
861514.0810	4487314.5418	0.1514
861514.0810	4487814.5418	0.1457
861514.0810	4488314.5418	0.1655
861514.0810	4488814.5418	0.1162
861514.0810	4489314.5418	0.0673
861514.0810	4489814.5418	0.1039
861514.0810	4490314.5418	0.0864
861514.0810	4490814.5418	0.0671
861514.0810	4491314.5418	0.0988
861514.0810	4491814.5418	0.1083
861514.0810	4492314.5418	0.1138
861514.0810	4492814.5418	0.1102
861514.0810	4493314.5418	0.1010
