coordx	coordy	rank
926014.0810	4477814.5418	263
926014.0810	4478314.5418	263
926014.0810	4478814.5418	263
926014.0810	4479314.5418	263
926014.0810	4479814.5418	265
926014.0810	4480314.5418	265
926014.0810	4480814.5418	265
926014.0810	4481314.5418	265
926014.0810	4481814.5418	265
926014.0810	4482314.5418	267
926014.0810	4482814.5418	267
926014.0810	4483314.5418	267
926014.0810	4483814.5418	267
926014.0810	4484314.5418	228
926014.0810	4484814.5418	227
926014.0810	4485314.5418	226
926014.0810	4485814.5418	225
926014.0810	4486314.5418	225
926014.0810	4486814.5418	225
926014.0810	4487314.5418	225
926014.0810	4487814.5418	224
926014.0810	4488314.5418	224
926014.0810	4488814.5418	225
926014.0810	4489314.5418	223
926014.0810	4489814.5418	223
926014.0810	4490314.5418	228
926014.0810	4490814.5418	225
926014.0810	4491314.5418	223
926014.0810	4491814.5418	222
926014.0810	4492314.5418	223
926014.0810	4492814.5418	222
926014.0810	4493314.5418	222
926014.0810	4493814.5418	223
926014.0810	4494314.5418	224
926014.0810	4494814.5418	228
926014.0810	4495314.5418	227
926014.0810	4495814.5418	226
926014.0810	4496314.5418	227
926014.0810	4496814.5418	228
926014.0810	4497314.5418	228
926014.0810	4497814.5418	228
926014.0810	4498314.5418	229
926014.0810	4498814.5418	230
926014.0810	4499314.5418	233
926014.0810	4499814.5418	233
926014.0810	4500314.5418	233
926014.0810	4500814.5418	233
926014.0810	4501314.5418	234
926514.0810	4419314.5418	174
926514.0810	4419814.5418	174
926514.0810	4420314.5418	173
926514.0810	4420814.5418	171
926514.0810	4421314.5418	171
926514.0810	4421814.5418	169
926514.0810	4422314.5418	168
926514.0810	4422814.5418	167
926514.0810	4423314.5418	166
926514.0810	4423814.5418	165
926514.0810	4424314.5418	164
926514.0810	4424814.5418	164
926514.0810	4425314.5418	164
926514.0810	4425814.5418	165
926514.0810	4426314.5418	167
926514.0810	4426814.5418	168
926514.0810	4427314.5418	170
926514.0810	4427814.5418	170
926514.0810	4428314.5418	171
926514.0810	4428814.5418	175
926514.0810	4429314.5418	175
926514.0810	4429814.5418	175
926514.0810	4430314.5418	175
926514.0810	4430814.5418	178
926514.0810	4431314.5418	178
926514.0810	4431814.5418	178
926514.0810	4432314.5418	179
926514.0810	4432814.5418	180
926514.0810	4433314.5418	181
926514.0810	4433814.5418	194
926514.0810	4434314.5418	194
926514.0810	4434814.5418	194
926514.0810	4435314.5418	194
926514.0810	4435814.5418	194
926514.0810	4436314.5418	160
926514.0810	4436814.5418	159
926514.0810	4437314.5418	158
926514.0810	4437814.5418	159
926514.0810	4438314.5418	159
926514.0810	4438814.5418	158
926514.0810	4439314.5418	158
926514.0810	4439814.5418	160
926514.0810	4440314.5418	161
926514.0810	4440814.5418	162
926514.0810	4441314.5418	162
926514.0810	4441814.5418	168
926514.0810	4442314.5418	167
926514.0810	4442814.5418	167
926514.0810	4443314.5418	167
926514.0810	4443814.5418	167
926514.0810	4444314.5418	168
926514.0810	4444814.5418	170
926514.0810	4445314.5418	171
926514.0810	4445814.5418	172
926514.0810	4446314.5418	172
926514.0810	4446814.5418	173
926514.0810	4447314.5418	174
926514.0810	4447814.5418	189
926514.0810	4448314.5418	188
926514.0810	4448814.5418	187
926514.0810	4449314.5418	186
926514.0810	4449814.5418	185
926514.0810	4450314.5418	184
926514.0810	4450814.5418	182
926514.0810	4451314.5418	181
926514.0810	4451814.5418	181
926514.0810	4452314.5418	182
926514.0810	4452814.5418	182
926514.0810	4453314.5418	181
926514.0810	4453814.5418	182
926514.0810	4454314.5418	191
926514.0810	4454814.5418	191
926514.0810	4455314.5418	191
926514.0810	4455814.5418	192
926514.0810	4456314.5418	192
926514.0810	4456814.5418	193
926514.0810	4457314.5418	194
926514.0810	4457814.5418	196
926514.0810	4458314.5418	197
926514.0810	4458814.5418	198
926514.0810	4459314.5418	199
926514.0810	4459814.5418	200
926514.0810	4460314.5418	201
926514.0810	4460814.5418	202
926514.0810	4461314.5418	205
926514.0810	4461814.5418	205
926514.0810	4462314.5418	205
926514.0810	4462814.5418	205
926514.0810	4463314.5418	206
926514.0810	4463814.5418	207
926514.0810	4464314.5418	208
926514.0810	4464814.5418	210
926514.0810	4465314.5418	210
926514.0810	4465814.5418	213
926514.0810	4466314.5418	213
926514.0810	4466814.5418	214
926514.0810	4467314.5418	216
926514.0810	4467814.5418	217
926514.0810	4468314.5418	217
926514.0810	4468814.5418	218
926514.0810	4469314.5418	218
926514.0810	4469814.5418	220
926514.0810	4470314.5418	221
926514.0810	4470814.5418	222
926514.0810	4471314.5418	223
926514.0810	4471814.5418	224
926514.0810	4472314.5418	225
926514.0810	4472814.5418	227
926514.0810	4473314.5418	228
926514.0810	4473814.5418	229
926514.0810	4474314.5418	229
926514.0810	4474814.5418	231
926514.0810	4475314.5418	232
926514.0810	4475814.5418	233
926514.0810	4476314.5418	233
926514.0810	4476814.5418	234
926514.0810	4477314.5418	234
926514.0810	4477814.5418	235
926514.0810	4478314.5418	264
926514.0810	4478814.5418	264
926514.0810	4479314.5418	264
926514.0810	4479814.5418	264
926514.0810	4480314.5418	266
926514.0810	4480814.5418	266
926514.0810	4481314.5418	266
926514.0810	4481814.5418	266
926514.0810	4482314.5418	268
926514.0810	4482814.5418	268
926514.0810	4483314.5418	268
926514.0810	4483814.5418	268
926514.0810	4484314.5418	228
926514.0810	4484814.5418	227
926514.0810	4485314.5418	226
926514.0810	4485814.5418	225
926514.0810	4486314.5418	224
926514.0810	4486814.5418	224
926514.0810	4487314.5418	223
926514.0810	4487814.5418	223
926514.0810	4488314.5418	223
926514.0810	4488814.5418	223
926514.0810	4489314.5418	222
926514.0810	4489814.5418	222
926514.0810	4490314.5418	223
926514.0810	4490814.5418	223
926514.0810	4491314.5418	222
926514.0810	4491814.5418	221
926514.0810	4492314.5418	221
926514.0810	4492814.5418	221
926514.0810	4493314.5418	222
926514.0810	4493814.5418	223
926514.0810	4494314.5418	224
926514.0810	4494814.5418	227
926514.0810	4495314.5418	226
926514.0810	4495814.5418	225
926514.0810	4496314.5418	226
926514.0810	4496814.5418	226
926514.0810	4497314.5418	227
926514.0810	4497814.5418	228
926514.0810	4498314.5418	229
926514.0810	4498814.5418	230
926514.0810	4499314.5418	231
926514.0810	4499814.5418	232
926514.0810	4500314.5418	232
926514.0810	4500814.5418	233
926514.0810	4501314.5418	234
927014.0810	4419314.5418	174
927014.0810	4419814.5418	173
927014.0810	4420314.5418	172
927014.0810	4420814.5418	171
927014.0810	4421314.5418	170
927014.0810	4421814.5418	169
927014.0810	4422314.5418	168
927014.0810	4422814.5418	167
927014.0810	4423314.5418	167
927014.0810	4423814.5418	165
927014.0810	4424314.5418	164
927014.0810	4424814.5418	163
927014.0810	4425314.5418	163
927014.0810	4425814.5418	163
927014.0810	4426314.5418	164
927014.0810	4426814.5418	165
927014.0810	4427314.5418	164
927014.0810	4427814.5418	171
927014.0810	4428314.5418	165
927014.0810	4428814.5418	165
927014.0810	4429314.5418	165
927014.0810	4429814.5418	165
927014.0810	4430314.5418	167
927014.0810	4430814.5418	168
927014.0810	4431314.5418	168
927014.0810	4431814.5418	179
927014.0810	4432314.5418	179
927014.0810	4432814.5418	180
927014.0810	4433314.5418	181
927014.0810	4433814.5418	182
927014.0810	4434314.5418	156
927014.0810	4434814.5418	156
927014.0810	4435314.5418	156
927014.0810	4435814.5418	156
927014.0810	4436314.5418	160
927014.0810	4436814.5418	159
927014.0810	4437314.5418	158
927014.0810	4437814.5418	157
927014.0810	4438314.5418	158
927014.0810	4438814.5418	157
927014.0810	4439314.5418	158
927014.0810	4439814.5418	159
927014.0810	4440314.5418	162
927014.0810	4440814.5418	162
927014.0810	4441314.5418	163
927014.0810	4441814.5418	168
927014.0810	4442314.5418	168
927014.0810	4442814.5418	168
927014.0810	4443314.5418	168
927014.0810	4443814.5418	168
927014.0810	4444314.5418	168
927014.0810	4444814.5418	169
927014.0810	4445314.5418	170
927014.0810	4445814.5418	171
927014.0810	4446314.5418	172
927014.0810	4446814.5418	173
927014.0810	4447314.5418	177
927014.0810	4447814.5418	177
927014.0810	4448314.5418	177
927014.0810	4448814.5418	178
927014.0810	4449314.5418	186
927014.0810	4449814.5418	186
927014.0810	4450314.5418	185
927014.0810	4450814.5418	182
927014.0810	4451314.5418	181
927014.0810	4451814.5418	180
927014.0810	4452314.5418	181
927014.0810	4452814.5418	180
927014.0810	4453314.5418	180
927014.0810	4453814.5418	181
927014.0810	4454314.5418	182
927014.0810	4454814.5418	183
927014.0810	4455314.5418	192
927014.0810	4455814.5418	193
927014.0810	4456314.5418	193
927014.0810	4456814.5418	194
927014.0810	4457314.5418	195
927014.0810	4457814.5418	197
927014.0810	4458314.5418	198
927014.0810	4458814.5418	199
927014.0810	4459314.5418	199
927014.0810	4459814.5418	200
927014.0810	4460314.5418	201
927014.0810	4460814.5418	202
927014.0810	4461314.5418	203
927014.0810	4461814.5418	206
927014.0810	4462314.5418	206
927014.0810	4462814.5418	206
927014.0810	4463314.5418	207
927014.0810	4463814.5418	207
927014.0810	4464314.5418	208
927014.0810	4464814.5418	209
927014.0810	4465314.5418	210
927014.0810	4465814.5418	212
927014.0810	4466314.5418	212
927014.0810	4466814.5418	213
927014.0810	4467314.5418	215
927014.0810	4467814.5418	216
927014.0810	4468314.5418	216
927014.0810	4468814.5418	217
927014.0810	4469314.5418	218
927014.0810	4469814.5418	219
927014.0810	4470314.5418	220
927014.0810	4470814.5418	221
927014.0810	4471314.5418	222
927014.0810	4471814.5418	223
927014.0810	4472314.5418	224
927014.0810	4472814.5418	226
927014.0810	4473314.5418	226
927014.0810	4473814.5418	227
927014.0810	4474314.5418	230
927014.0810	4474814.5418	230
927014.0810	4475314.5418	231
927014.0810	4475814.5418	232
927014.0810	4476314.5418	232
927014.0810	4476814.5418	233
927014.0810	4477314.5418	234
927014.0810	4477814.5418	235
927014.0810	4478314.5418	236
927014.0810	4478814.5418	265
927014.0810	4479314.5418	192
927014.0810	4479814.5418	192
927014.0810	4480314.5418	192
927014.0810	4480814.5418	267
927014.0810	4481314.5418	194
927014.0810	4481814.5418	269
927014.0810	4482314.5418	269
927014.0810	4482814.5418	197
927014.0810	4483314.5418	197
927014.0810	4483814.5418	197
927014.0810	4484314.5418	228
927014.0810	4484814.5418	227
927014.0810	4485314.5418	226
927014.0810	4485814.5418	225
927014.0810	4486314.5418	224
927014.0810	4486814.5418	223
927014.0810	4487314.5418	222
927014.0810	4487814.5418	222
927014.0810	4488314.5418	222
927014.0810	4488814.5418	223
927014.0810	4489314.5418	221
927014.0810	4489814.5418	221
927014.0810	4490314.5418	221
927014.0810	4490814.5418	221
927014.0810	4491314.5418	220
927014.0810	4491814.5418	220
927014.0810	4492314.5418	220
927014.0810	4492814.5418	221
927014.0810	4493314.5418	222
927014.0810	4493814.5418	222
927014.0810	4494314.5418	223
927014.0810	4494814.5418	223
927014.0810	4495314.5418	225
927014.0810	4495814.5418	224
927014.0810	4496314.5418	225
927014.0810	4496814.5418	225
927014.0810	4497314.5418	226
927014.0810	4497814.5418	227
927014.0810	4498314.5418	228
927014.0810	4498814.5418	229
927014.0810	4499314.5418	230
927014.0810	4499814.5418	231
927014.0810	4500314.5418	232
927014.0810	4500814.5418	233
927014.0810	4501314.5418	234
927514.0810	4419314.5418	174
927514.0810	4419814.5418	173
927514.0810	4420314.5418	172
927514.0810	4420814.5418	171
927514.0810	4421314.5418	170
927514.0810	4421814.5418	169
927514.0810	4422314.5418	169
927514.0810	4422814.5418	168
927514.0810	4423314.5418	168
927514.0810	4423814.5418	166
927514.0810	4424314.5418	165
927514.0810	4424814.5418	163
927514.0810	4425314.5418	162
927514.0810	4425814.5418	162
927514.0810	4426314.5418	163
927514.0810	4426814.5418	163
927514.0810	4427314.5418	162
927514.0810	4427814.5418	162
927514.0810	4428314.5418	163
927514.0810	4428814.5418	164
927514.0810	4429314.5418	164
927514.0810	4429814.5418	166
927514.0810	4430314.5418	166
927514.0810	4430814.5418	167
927514.0810	4431314.5418	168
927514.0810	4431814.5418	169
927514.0810	4432314.5418	170
927514.0810	4432814.5418	180
927514.0810	4433314.5418	157
927514.0810	4433814.5418	157
927514.0810	4434314.5418	156
927514.0810	4434814.5418	155
927514.0810	4435314.5418	155
927514.0810	4435814.5418	156
927514.0810	4436314.5418	155
927514.0810	4436814.5418	156
927514.0810	4437314.5418	158
927514.0810	4437814.5418	157
927514.0810	4438314.5418	156
927514.0810	4438814.5418	156
927514.0810	4439314.5418	157
927514.0810	4439814.5418	158
927514.0810	4440314.5418	159
927514.0810	4440814.5418	160
927514.0810	4441314.5418	161
927514.0810	4441814.5418	169
927514.0810	4442314.5418	169
927514.0810	4442814.5418	169
927514.0810	4443314.5418	169
927514.0810	4443814.5418	169
927514.0810	4444314.5418	169
927514.0810	4444814.5418	169
927514.0810	4445314.5418	171
927514.0810	4445814.5418	172
927514.0810	4446314.5418	172
927514.0810	4446814.5418	176
927514.0810	4447314.5418	176
927514.0810	4447814.5418	176
927514.0810	4448314.5418	176
927514.0810	4448814.5418	177
927514.0810	4449314.5418	177
927514.0810	4449814.5418	177
927514.0810	4450314.5418	178
927514.0810	4450814.5418	181
927514.0810	4451314.5418	180
927514.0810	4451814.5418	179
927514.0810	4452314.5418	179
927514.0810	4452814.5418	179
927514.0810	4453314.5418	180
927514.0810	4453814.5418	181
927514.0810	4454314.5418	182
927514.0810	4454814.5418	183
927514.0810	4455314.5418	184
927514.0810	4455814.5418	194
927514.0810	4456314.5418	194
927514.0810	4456814.5418	195
927514.0810	4457314.5418	195
927514.0810	4457814.5418	198
927514.0810	4458314.5418	199
927514.0810	4458814.5418	200
927514.0810	4459314.5418	200
927514.0810	4459814.5418	200
927514.0810	4460314.5418	201
927514.0810	4460814.5418	202
927514.0810	4461314.5418	204
927514.0810	4461814.5418	204
927514.0810	4462314.5418	207
927514.0810	4462814.5418	207
927514.0810	4463314.5418	208
927514.0810	4463814.5418	208
927514.0810	4464314.5418	209
927514.0810	4464814.5418	210
927514.0810	4465314.5418	210
927514.0810	4465814.5418	211
927514.0810	4466314.5418	212
927514.0810	4466814.5418	213
927514.0810	4467314.5418	214
927514.0810	4467814.5418	215
927514.0810	4468314.5418	216
927514.0810	4468814.5418	218
927514.0810	4469314.5418	219
927514.0810	4469814.5418	220
927514.0810	4470314.5418	221
927514.0810	4470814.5418	222
927514.0810	4471314.5418	222
927514.0810	4471814.5418	223
927514.0810	4472314.5418	224
927514.0810	4472814.5418	225
927514.0810	4473314.5418	226
927514.0810	4473814.5418	228
927514.0810	4474314.5418	229
927514.0810	4474814.5418	229
927514.0810	4475314.5418	230
927514.0810	4475814.5418	231
927514.0810	4476314.5418	232
927514.0810	4476814.5418	233
927514.0810	4477314.5418	234
927514.0810	4477814.5418	235
927514.0810	4478314.5418	236
927514.0810	4478814.5418	192
927514.0810	4479314.5418	191
927514.0810	4479814.5418	191
927514.0810	4480314.5418	191
927514.0810	4480814.5418	192
927514.0810	4481314.5418	193
927514.0810	4481814.5418	193
927514.0810	4482314.5418	196
927514.0810	4482814.5418	196
927514.0810	4483314.5418	196
927514.0810	4483814.5418	218
927514.0810	4484314.5418	218
927514.0810	4484814.5418	227
927514.0810	4485314.5418	226
927514.0810	4485814.5418	225
927514.0810	4486314.5418	224
927514.0810	4486814.5418	223
927514.0810	4487314.5418	222
927514.0810	4487814.5418	221
927514.0810	4488314.5418	222
927514.0810	4488814.5418	220
927514.0810	4489314.5418	220
927514.0810	4489814.5418	220
927514.0810	4490314.5418	221
927514.0810	4490814.5418	220
927514.0810	4491314.5418	220
927514.0810	4491814.5418	219
927514.0810	4492314.5418	219
927514.0810	4492814.5418	220
927514.0810	4493314.5418	221
927514.0810	4493814.5418	221
927514.0810	4494314.5418	222
927514.0810	4494814.5418	222
927514.0810	4495314.5418	223
927514.0810	4495814.5418	223
927514.0810	4496314.5418	224
927514.0810	4496814.5418	225
927514.0810	4497314.5418	226
927514.0810	4497814.5418	228
927514.0810	4498314.5418	229
927514.0810	4498814.5418	230
927514.0810	4499314.5418	231
927514.0810	4499814.5418	232
927514.0810	4500314.5418	233
927514.0810	4500814.5418	233
927514.0810	4501314.5418	234
928014.0810	4419314.5418	174
928014.0810	4419814.5418	174
928014.0810	4420314.5418	172
928014.0810	4420814.5418	171
928014.0810	4421314.5418	171
928014.0810	4421814.5418	170
928014.0810	4422314.5418	170
928014.0810	4422814.5418	169
928014.0810	4423314.5418	169
928014.0810	4423814.5418	166
928014.0810	4424314.5418	164
928014.0810	4424814.5418	163
928014.0810	4425314.5418	162
928014.0810	4425814.5418	161
928014.0810	4426314.5418	161
928014.0810	4426814.5418	162
928014.0810	4427314.5418	161
928014.0810	4427814.5418	161
928014.0810	4428314.5418	162
928014.0810	4428814.5418	163
928014.0810	4429314.5418	164
928014.0810	4429814.5418	165
928014.0810	4430314.5418	166
928014.0810	4430814.5418	167
928014.0810	4431314.5418	168
928014.0810	4431814.5418	169
928014.0810	4432314.5418	170
928014.0810	4432814.5418	171
928014.0810	4433314.5418	157
928014.0810	4433814.5418	156
928014.0810	4434314.5418	156
928014.0810	4434814.5418	155
928014.0810	4435314.5418	154
928014.0810	4435814.5418	155
928014.0810	4436314.5418	154
928014.0810	4436814.5418	155
928014.0810	4437314.5418	156
928014.0810	4437814.5418	155
928014.0810	4438314.5418	155
928014.0810	4438814.5418	157
928014.0810	4439314.5418	157
928014.0810	4439814.5418	158
928014.0810	4440314.5418	159
928014.0810	4440814.5418	160
928014.0810	4441314.5418	161
928014.0810	4441814.5418	162
928014.0810	4442314.5418	178
928014.0810	4442814.5418	177
928014.0810	4443314.5418	177
928014.0810	4443814.5418	177
928014.0810	4444314.5418	177
928014.0810	4444814.5418	177
928014.0810	4445314.5418	175
928014.0810	4445814.5418	175
928014.0810	4446314.5418	175
928014.0810	4446814.5418	175
928014.0810	4447314.5418	175
928014.0810	4447814.5418	175
928014.0810	4448314.5418	175
928014.0810	4448814.5418	175
928014.0810	4449314.5418	176
928014.0810	4449814.5418	177
928014.0810	4450314.5418	178
928014.0810	4450814.5418	181
928014.0810	4451314.5418	180
928014.0810	4451814.5418	179
928014.0810	4452314.5418	178
928014.0810	4452814.5418	179
928014.0810	4453314.5418	180
928014.0810	4453814.5418	181
928014.0810	4454314.5418	182
928014.0810	4454814.5418	183
928014.0810	4455314.5418	184
928014.0810	4455814.5418	185
928014.0810	4456314.5418	195
928014.0810	4456814.5418	196
928014.0810	4457314.5418	196
928014.0810	4457814.5418	199
928014.0810	4458314.5418	199
928014.0810	4458814.5418	201
928014.0810	4459314.5418	201
928014.0810	4459814.5418	201
928014.0810	4460314.5418	201
928014.0810	4460814.5418	202
928014.0810	4461314.5418	203
928014.0810	4461814.5418	204
928014.0810	4462314.5418	206
928014.0810	4462814.5418	206
928014.0810	4463314.5418	209
928014.0810	4463814.5418	210
928014.0810	4464314.5418	210
928014.0810	4464814.5418	211
928014.0810	4465314.5418	211
928014.0810	4465814.5418	212
928014.0810	4466314.5418	213
928014.0810	4466814.5418	214
928014.0810	4467314.5418	215
928014.0810	4467814.5418	216
928014.0810	4468314.5418	217
928014.0810	4468814.5418	219
928014.0810	4469314.5418	219
928014.0810	4469814.5418	221
928014.0810	4470314.5418	222
928014.0810	4470814.5418	222
928014.0810	4471314.5418	223
928014.0810	4471814.5418	224
928014.0810	4472314.5418	225
928014.0810	4472814.5418	226
928014.0810	4473314.5418	226
928014.0810	4473814.5418	227
928014.0810	4474314.5418	228
928014.0810	4474814.5418	229
928014.0810	4475314.5418	231
928014.0810	4475814.5418	232
928014.0810	4476314.5418	232
928014.0810	4476814.5418	233
928014.0810	4477314.5418	234
928014.0810	4477814.5418	235
928014.0810	4478314.5418	189
928014.0810	4478814.5418	189
928014.0810	4479314.5418	190
928014.0810	4479814.5418	190
928014.0810	4480314.5418	190
928014.0810	4480814.5418	191
928014.0810	4481314.5418	192
928014.0810	4481814.5418	193
928014.0810	4482314.5418	194
928014.0810	4482814.5418	195
928014.0810	4483314.5418	195
928014.0810	4483814.5418	217
928014.0810	4484314.5418	217
928014.0810	4484814.5418	217
928014.0810	4485314.5418	226
928014.0810	4485814.5418	226
928014.0810	4486314.5418	225
928014.0810	4486814.5418	223
928014.0810	4487314.5418	223
928014.0810	4487814.5418	222
928014.0810	4488314.5418	220
928014.0810	4488814.5418	219
928014.0810	4489314.5418	219
928014.0810	4489814.5418	219
928014.0810	4490314.5418	219
928014.0810	4490814.5418	220
928014.0810	4491314.5418	219
928014.0810	4491814.5418	218
928014.0810	4492314.5418	219
928014.0810	4492814.5418	221
928014.0810	4493314.5418	220
928014.0810	4493814.5418	220
928014.0810	4494314.5418	221
928014.0810	4494814.5418	221
928014.0810	4495314.5418	222
928014.0810	4495814.5418	223
928014.0810	4496314.5418	225
928014.0810	4496814.5418	226
928014.0810	4497314.5418	227
928014.0810	4497814.5418	229
928014.0810	4498314.5418	230
928014.0810	4498814.5418	231
928014.0810	4499314.5418	232
928014.0810	4499814.5418	232
928014.0810	4500314.5418	233
928014.0810	4500814.5418	234
928014.0810	4501314.5418	234
928014.0810	4501814.5418	235
928514.0810	4419814.5418	175
928514.0810	4420314.5418	174
928514.0810	4420814.5418	173
928514.0810	4421314.5418	172
928514.0810	4421814.5418	173
928514.0810	4422314.5418	171
928514.0810	4422814.5418	170
928514.0810	4423314.5418	167
928514.0810	4423814.5418	165
928514.0810	4424314.5418	164
928514.0810	4424814.5418	163
928514.0810	4425314.5418	162
928514.0810	4425814.5418	161
928514.0810	4426314.5418	160
928514.0810	4426814.5418	160
928514.0810	4427314.5418	160
928514.0810	4427814.5418	161
928514.0810	4428314.5418	162
928514.0810	4428814.5418	164
928514.0810	4429314.5418	165
928514.0810	4429814.5418	166
928514.0810	4430314.5418	167
928514.0810	4430814.5418	167
928514.0810	4431314.5418	168
928514.0810	4431814.5418	170
928514.0810	4432314.5418	170
928514.0810	4432814.5418	171
928514.0810	4433314.5418	157
928514.0810	4433814.5418	156
928514.0810	4434314.5418	155
928514.0810	4434814.5418	154
928514.0810	4435314.5418	153
928514.0810	4435814.5418	153
928514.0810	4436314.5418	153
928514.0810	4436814.5418	153
928514.0810	4437314.5418	154
928514.0810	4437814.5418	154
928514.0810	4438314.5418	156
928514.0810	4438814.5418	156
928514.0810	4439314.5418	158
928514.0810	4439814.5418	158
928514.0810	4440314.5418	159
928514.0810	4440814.5418	160
928514.0810	4441314.5418	161
928514.0810	4441814.5418	179
928514.0810	4442314.5418	179
928514.0810	4442814.5418	177
928514.0810	4443314.5418	176
928514.0810	4443814.5418	176
928514.0810	4444314.5418	176
928514.0810	4444814.5418	176
928514.0810	4445314.5418	176
928514.0810	4445814.5418	174
928514.0810	4446314.5418	174
928514.0810	4446814.5418	174
928514.0810	4447314.5418	174
928514.0810	4447814.5418	174
928514.0810	4448314.5418	174
928514.0810	4448814.5418	174
928514.0810	4449314.5418	175
928514.0810	4449814.5418	176
928514.0810	4450314.5418	175
928514.0810	4450814.5418	178
928514.0810	4451314.5418	178
928514.0810	4451814.5418	177
928514.0810	4452314.5418	177
928514.0810	4452814.5418	178
928514.0810	4453314.5418	179
928514.0810	4453814.5418	180
928514.0810	4454314.5418	181
928514.0810	4454814.5418	183
928514.0810	4455314.5418	184
928514.0810	4455814.5418	185
928514.0810	4456314.5418	186
928514.0810	4456814.5418	197
928514.0810	4457314.5418	197
928514.0810	4457814.5418	200
928514.0810	4458314.5418	200
928514.0810	4458814.5418	200
928514.0810	4459314.5418	203
928514.0810	4459814.5418	202
928514.0810	4460314.5418	203
928514.0810	4460814.5418	203
928514.0810	4461314.5418	204
928514.0810	4461814.5418	204
928514.0810	4462314.5418	205
928514.0810	4462814.5418	206
928514.0810	4463314.5418	207
928514.0810	4463814.5418	211
928514.0810	4464314.5418	211
928514.0810	4464814.5418	215
928514.0810	4465314.5418	214
928514.0810	4465814.5418	213
928514.0810	4466314.5418	214
928514.0810	4466814.5418	215
928514.0810	4467314.5418	216
928514.0810	4467814.5418	217
928514.0810	4468314.5418	217
928514.0810	4468814.5418	220
928514.0810	4469314.5418	220
928514.0810	4469814.5418	223
928514.0810	4470314.5418	223
928514.0810	4470814.5418	223
928514.0810	4471314.5418	224
928514.0810	4471814.5418	225
928514.0810	4472314.5418	227
928514.0810	4472814.5418	228
928514.0810	4473314.5418	227
928514.0810	4473814.5418	228
928514.0810	4474314.5418	228
928514.0810	4474814.5418	229
928514.0810	4475314.5418	230
928514.0810	4475814.5418	231
928514.0810	4476314.5418	233
928514.0810	4476814.5418	233
928514.0810	4477314.5418	234
928514.0810	4477814.5418	188
928514.0810	4478314.5418	188
928514.0810	4478814.5418	188
928514.0810	4479314.5418	188
928514.0810	4479814.5418	189
928514.0810	4480314.5418	189
928514.0810	4480814.5418	190
928514.0810	4481314.5418	191
928514.0810	4481814.5418	192
928514.0810	4482314.5418	193
928514.0810	4482814.5418	194
928514.0810	4483314.5418	195
928514.0810	4483814.5418	216
928514.0810	4484314.5418	216
928514.0810	4484814.5418	216
928514.0810	4485314.5418	216
928514.0810	4485814.5418	216
928514.0810	4486314.5418	224
928514.0810	4486814.5418	224
928514.0810	4487314.5418	224
928514.0810	4487814.5418	221
928514.0810	4488314.5418	220
928514.0810	4488814.5418	219
928514.0810	4489314.5418	218
928514.0810	4489814.5418	218
928514.0810	4490314.5418	218
928514.0810	4490814.5418	218
928514.0810	4491314.5418	218
928514.0810	4491814.5418	217
928514.0810	4492314.5418	218
928514.0810	4492814.5418	218
928514.0810	4493314.5418	220
928514.0810	4493814.5418	219
928514.0810	4494314.5418	220
928514.0810	4494814.5418	221
928514.0810	4495314.5418	222
928514.0810	4495814.5418	224
928514.0810	4496314.5418	224
928514.0810	4496814.5418	226
928514.0810	4497314.5418	228
928514.0810	4497814.5418	230
928514.0810	4498314.5418	231
928514.0810	4498814.5418	232
928514.0810	4499314.5418	233
928514.0810	4499814.5418	233
928514.0810	4500314.5418	233
928514.0810	4500814.5418	234
928514.0810	4501314.5418	235
928514.0810	4501814.5418	235
929014.0810	4419814.5418	175
929014.0810	4420314.5418	174
929014.0810	4420814.5418	174
929014.0810	4421314.5418	173
929014.0810	4421814.5418	173
929014.0810	4422314.5418	172
929014.0810	4422814.5418	168
929014.0810	4423314.5418	167
929014.0810	4423814.5418	166
929014.0810	4424314.5418	165
929014.0810	4424814.5418	164
929014.0810	4425314.5418	163
929014.0810	4425814.5418	161
929014.0810	4426314.5418	160
929014.0810	4426814.5418	159
929014.0810	4427314.5418	159
929014.0810	4427814.5418	160
929014.0810	4428314.5418	161
929014.0810	4428814.5418	163
929014.0810	4429314.5418	167
929014.0810	4429814.5418	167
929014.0810	4430314.5418	167
929014.0810	4430814.5418	168
929014.0810	4431314.5418	168
929014.0810	4431814.5418	169
929014.0810	4432314.5418	170
929014.0810	4432814.5418	152
929014.0810	4433314.5418	157
929014.0810	4433814.5418	156
929014.0810	4434314.5418	155
929014.0810	4434814.5418	154
929014.0810	4435314.5418	153
929014.0810	4435814.5418	152
929014.0810	4436314.5418	152
929014.0810	4436814.5418	152
929014.0810	4437314.5418	153
929014.0810	4437814.5418	154
929014.0810	4438314.5418	155
929014.0810	4438814.5418	157
929014.0810	4439314.5418	158
929014.0810	4439814.5418	159
929014.0810	4440314.5418	160
929014.0810	4440814.5418	161
929014.0810	4441314.5418	180
929014.0810	4441814.5418	179
929014.0810	4442314.5418	178
929014.0810	4442814.5418	177
929014.0810	4443314.5418	176
929014.0810	4443814.5418	175
929014.0810	4444314.5418	175
929014.0810	4444814.5418	175
929014.0810	4445314.5418	175
929014.0810	4445814.5418	173
929014.0810	4446314.5418	173
929014.0810	4446814.5418	173
929014.0810	4447314.5418	173
929014.0810	4447814.5418	173
929014.0810	4448314.5418	173
