station	dt	qobs	qcal	pmean	wmean	eta	ep	temp	tempmax	tempmin
zhangjiafen	1964-8-28	129.000	10.000	3.200	100.000	0.100	2.200	0	0	0
zhangjiafen	1964-8-29	88.500	10.000	0.100	100.000	0.100	3.100	0	0	0
zhangjiafen	1964-8-30	69.000	10.000	0	100.000	0.100	2.500	0	0	0
zhangjiafen	1964-8-31	63.100	10.000	0.600	100.000	0.100	3.200	0	0	0
zhangjiafen	1964-9-1	61.300	10.000	0	100.000	0.100	4.000	0	0	0
zhangjiafen	1964-9-2	58.500	10.000	0.200	100.000	0.100	2.800	0	0	0
zhangjiafen	1964-9-3	51.600	10.000	3.500	100.000	0.100	2.900	0	0	0
zhangjiafen	1964-9-4	52.400	10.000	0.400	100.000	0.100	4.200	0	0	0
zhangjiafen	1964-9-5	46.100	10.000	0	100.000	0.100	1.600	0	0	0
zhangjiafen	1964-9-6	41.700	10.000	0.200	100.000	0.100	2.200	0	0	0
zhangjiafen	1964-9-7	38.200	10.000	0.800	100.000	0.100	1.100	0	0	0
zhangjiafen	1964-9-8	36.900	10.000	1.000	100.000	0.100	3.500	0	0	0
zhangjiafen	1964-9-9	36.900	10.000	8.800	100.000	0.100	2.700	0	0	0
zhangjiafen	1964-9-10	35.600	10.000	5.700	100.000	0.100	1.500	0	0	0
zhangjiafen	1964-9-11	58.100	10.000	19.500	100.000	0.100	1.100	0	0	0
zhangjiafen	1964-9-12	62.200	10.000	0.300	100.000	0.100	1.600	0	0	0
zhangjiafen	1964-9-13	56.100	10.000	0.400	100.000	0.100	2.400	0	0	0
zhangjiafen	1964-9-14	46.700	10.000	0.100	100.000	0.100	4.300	0	0	0
zhangjiafen	1964-9-15	40.300	10.000	0.900	100.000	0.100	5.200	0	0	0
zhangjiafen	1964-9-16	37.500	10.000	10.900	100.000	0.100	4.500	0	0	0
zhangjiafen	1964-9-17	39.600	10.000	5.900	100.000	0.100	0.100	0	0	0
zhangjiafen	1964-9-18	41.700	10.000	0.400	100.000	0.100	0.700	0	0	0
zhangjiafen	1964-9-19	39.600	10.000	5.200	100.000	0.100	2.100	0	0	0
zhangjiafen	1964-9-20	43.100	10.000	0.400	100.000	0.100	3.500	0	0	0
zhangjiafen	1964-9-21	40.300	10.000	0	100.000	0.100	3.300	0	0	0
zhangjiafen	1964-9-22	36.200	10.000	0	100.000	0.100	3.000	0	0	0
zhangjiafen	1964-9-23	34.900	10.000	0	100.000	0.100	1.600	0	0	0
zhangjiafen	1964-9-24	33.100	10.000	0.200	100.000	0.100	2.600	0	0	0
zhangjiafen	1964-9-25	32.400	10.000	0.200	100.000	0.100	2.400	0	0	0
zhangjiafen	1964-9-26	31.200	10.000	0	100.000	0.100	3.800	0	0	0
zhangjiafen	1964-9-27	30.000	10.000	0	100.000	0.100	4.400	0	0	0
zhangjiafen	1964-9-28	28.900	10.000	0	100.000	0.100	4.500	0	0	0
zhangjiafen	1964-9-29	27.800	10.000	0	100.000	0.100	2.900	0	0	0
zhangjiafen	1964-9-30	28.300	10.000	0.100	100.000	0.100	4.000	0	0	0
zhangjiafen	1964-10-1	26.700	10.000	4.500	100.000	0.100	0.600	0	0	0
zhangjiafen	1964-10-2	28.300	10.000	2.400	100.000	0.100	0.400	0	0	0
zhangjiafen	1964-10-3	32.400	10.000	1.600	100.000	0.100	4.400	0	0	0
zhangjiafen	1964-10-4	27.300	10.000	0	100.000	0.100	4.700	0	0	0
zhangjiafen	1964-10-5	25.700	10.000	0.100	100.000	0.100	4.100	0	0	0
zhangjiafen	1964-10-6	25.700	10.000	0	100.000	0.100	4.600	0	0	0
zhangjiafen	1964-10-7	26.200	10.000	0.100	100.000	0.100	3.200	0	0	0
zhangjiafen	1964-10-8	25.700	10.000	0.300	100.000	0.100	2.600	0	0	0
zhangjiafen	1964-10-9	25.200	10.000	0	100.000	0.100	1.000	0	0	0
zhangjiafen	1964-10-10	25.200	10.000	0.100	100.000	0.100	1.000	0	0	0
zhangjiafen	1964-10-11	24.200	10.000	0.600	100.000	0.100	1.100	0	0	0
zhangjiafen	1964-10-12	24.700	10.000	9.200	100.000	0.100	0.200	0	0	0
zhangjiafen	1964-10-13	25.700	10.000	0.200	100.000	0.100	1.600	0	0	0
zhangjiafen	1964-10-14	25.700	10.000	3.900	100.000	0.100	2.000	0	0	0
zhangjiafen	1964-10-15	25.200	10.000	8.600	100.000	0.100	0.200	0	0	0
zhangjiafen	1964-10-16	26.700	10.000	0	100.000	0.100	4.700	0	0	0
zhangjiafen	1964-10-17	25.200	10.000	0	100.000	0.100	1.700	0	0	0
zhangjiafen	1964-10-18	24.700	10.000	0	100.000	0.100	2.700	0	0	0
zhangjiafen	1964-10-19	24.200	10.000	0	100.000	0.100	2.400	0	0	0
zhangjiafen	1964-10-20	23.700	10.000	0	100.000	0.100	4.100	0	0	0
zhangjiafen	1964-10-21	22.300	10.000	0	100.000	0.100	3.100	0	0	0
zhangjiafen	1964-10-22	22.300	10.000	0	100.000	0.100	2.600	0	0	0
zhangjiafen	1964-10-23	21.800	10.000	0	100.000	0.100	2.000	0	0	0
zhangjiafen	1964-10-24	21.400	10.000	0	100.000	0.100	3.400	0	0	0
zhangjiafen	1964-10-25	21.400	10.000	0	100.000	0.100	1.600	0	0	0
zhangjiafen	1964-10-26	21.800	10.000	0	100.000	0.100	1.900	0	0	0
zhangjiafen	1964-10-27	21.800	10.000	1.500	100.000	0.100	0.800	0	0	0
zhangjiafen	1964-10-28	21.800	10.000	0.300	100.000	0.100	2.300	0	0	0
zhangjiafen	1964-10-29	21.400	10.000	0.400	100.000	0.100	1.300	0	0	0
zhangjiafen	1964-10-30	20.900	10.000	3.300	100.000	0.100	1.600	0	0	0
zhangjiafen	1964-10-31	21.400	10.000	0.500	100.000	0.100	5.900	0	0	0
zhangjiafen	1964-11-1	21.400	10.000	0.100	100.000	0.100	1.600	0	0	0
zhangjiafen	1964-11-2	20.500	10.000	0	100.000	0.100	1.600	0	0	0
zhangjiafen	1964-11-3	19.600	10.000	0	100.000	0.100	0.600	0	0	0
zhangjiafen	1964-11-4	20.100	10.000	0	100.000	0.100	2.800	0	0	0
zhangjiafen	1964-11-5	19.600	10.000	0	100.000	0.100	3.200	0	0	0
zhangjiafen	1964-11-6	20.100	10.000	0	100.000	0.100	3.100	0	0	0
zhangjiafen	1964-11-7	19.200	10.000	0	100.000	0.100	2.000	0	0	0
zhangjiafen	1964-11-8	19.200	10.000	0	100.000	0.100	1.600	0	0	0
zhangjiafen	1964-11-9	19.600	10.000	0	100.000	0.100	2.000	0	0	0
zhangjiafen	1964-11-10	19.600	10.000	0	100.000	0.100	3.500	0	0	0
zhangjiafen	1964-11-11	19.600	10.000	0	100.000	0.100	2.100	0	0	0
zhangjiafen	1964-11-12	18.400	10.000	0	100.000	0.100	2.100	0	0	0
zhangjiafen	1964-11-13	18.400	10.000	0	100.000	0.100	2.100	0	0	0
zhangjiafen	1964-11-14	17.500	10.000	0	100.000	0.100	2.100	0	0	0
zhangjiafen	1964-11-15	17.100	10.000	0	100.000	0.100	2.100	0	0	0
zhangjiafen	1964-11-16	17.500	10.000	0	100.000	0.100	2.100	0	0	0
zhangjiafen	1964-11-17	18.400	10.000	0	100.000	0.100	1.800	0	0	0
zhangjiafen	1964-11-18	18.800	10.000	0	100.000	0.100	1.800	0	0	0
zhangjiafen	1964-11-19	19.200	10.000	0	100.000	0.100	1.800	0	0	0
zhangjiafen	1964-11-20	19.200	10.000	0	100.000	0.100	1.800	0	0	0
zhangjiafen	1964-11-21	19.200	10.000	0	100.000	0.100	2.400	0	0	0
zhangjiafen	1964-11-22	18.400	10.000	0	100.000	0.100	2.400	0	0	0
zhangjiafen	1964-11-23	18.400	10.000	0	100.000	0.100	2.400	0	0	0
zhangjiafen	1964-11-24	18.400	10.000	0	100.000	0.100	1.500	0	0	0
zhangjiafen	1964-11-25	18.000	10.000	0	100.000	0.100	1.500	0	0	0
zhangjiafen	1964-11-26	18.000	10.000	0	100.000	0.100	1.500	0	0	0
zhangjiafen	1964-11-27	18.000	10.000	0	100.000	0.100	0.700	0	0	0
zhangjiafen	1964-11-28	18.000	10.000	0	100.000	0.100	0.700	0	0	0
zhangjiafen	1964-11-29	18.000	10.000	0	100.000	0.100	2.200	0	0	0
zhangjiafen	1964-11-30	17.500	10.000	0	100.000	0.100	2.200	0	0	0
zhangjiafen	1964-12-1	15.400	10.000	0	100.000	0.100	1.200	0	0	0
zhangjiafen	1964-12-2	15.000	10.000	0	100.000	0.100	1.200	0	0	0
zhangjiafen	1964-12-3	15.000	10.000	0	100.000	0.100	1.200	0	0	0
zhangjiafen	1964-12-4	14.600	10.000	0	100.000	0.100	1.200	0	0	0
zhangjiafen	1964-12-5	15.400	10.000	0	100.000	0.100	1.200	0	0	0
zhangjiafen	1964-12-6	13.800	10.000	0	100.000	0.100	1.200	0	0	0
zhangjiafen	1964-12-7	14.200	10.000	0	100.000	0.100	1.200	0	0	0
zhangjiafen	1964-12-8	15.000	10.000	0	100.000	0.100	1.200	0	0	0
zhangjiafen	1964-12-9	15.400	10.000	0	100.000	0.100	1.200	0	0	0
zhangjiafen	1964-12-10	15.400	10.000	0	100.000	0.100	1.200	0	0	0
zhangjiafen	1964-12-11	13.000	10.000	0	100.000	0.100	1.200	0	0	0
zhangjiafen	1964-12-12	11.400	10.000	0	100.000	0.100	1.200	0	0	0
zhangjiafen	1964-12-13	13.900	10.000	0	100.000	0.100	1.200	0	0	0
zhangjiafen	1964-12-14	13.600	10.000	0	100.000	0.100	1.200	0	0	0
zhangjiafen	1964-12-15	13.900	10.000	0	100.000	0.100	1.200	0	0	0
zhangjiafen	1964-12-16	14.000	10.000	0	100.000	0.100	1.200	0	0	0
zhangjiafen	1964-12-17	14.300	10.000	0	100.000	0.100	1.200	0	0	0
zhangjiafen	1964-12-18	13.100	10.000	0	100.000	0.100	1.200	0	0	0
zhangjiafen	1964-12-19	13.900	10.000	0	100.000	0.100	1.200	0	0	0
zhangjiafen	1964-12-20	13.500	10.000	0	100.000	0.100	1.200	0	0	0
zhangjiafen	1964-12-21	13.800	10.000	0	100.000	0.100	1.200	0	0	0
zhangjiafen	1964-12-22	13.900	10.000	0	100.000	0.100	1.200	0	0	0
zhangjiafen	1964-12-23	14.600	10.000	0.100	100.000	0.100	1.200	0	0	0
zhangjiafen	1964-12-24	14.300	10.000	0	100.000	0.100	1.200	0	0	0
zhangjiafen	1964-12-25	14.300	10.000	0	100.000	0.100	1.200	0	0	0
zhangjiafen	1964-12-26	14.300	10.000	0.200	100.000	0.100	1.200	0	0	0
zhangjiafen	1964-12-27	14.900	10.000	0.600	100.000	0.100	1.200	0	0	0
zhangjiafen	1964-12-28	15.000	10.000	0.100	100.000	0.100	1.200	0	0	0
zhangjiafen	1964-12-29	14.700	10.000	0.500	100.000	0.100	1.200	0	0	0
zhangjiafen	1964-12-30	14.000	10.000	0	100.000	0.100	1.200	0	0	0
zhangjiafen	1964-12-31	14.000	10.000	0	100.000	0.100	1.200	0	0	0
zhangjiafen	1965-1-1	14.000	10.000	0	100.000	0.100	1.000	0	0	0
zhangjiafen	1965-1-2	12.800	10.000	0	100.000	0.100	1.000	0	0	0
zhangjiafen	1965-1-3	11.100	10.000	0	100.000	0.100	1.000	0	0	0
zhangjiafen	1965-1-4	9.600	10.000	0	100.000	0.100	1.000	0	0	0
zhangjiafen	1965-1-5	11.700	10.000	0	100.000	0.100	1.000	0	0	0
zhangjiafen	1965-1-6	11.300	10.000	0	100.000	0.100	1.000	0	0	0
zhangjiafen	1965-1-7	9.130	10.000	0	100.000	0.100	1.000	0	0	0
zhangjiafen	1965-1-8	9.440	10.000	0	100.000	0.100	1.000	0	0	0
zhangjiafen	1965-1-9	8.950	10.000	0	100.000	0.100	1.000	0	0	0
zhangjiafen	1965-1-10	6.580	10.000	0	100.000	0.100	1.000	0	0	0
zhangjiafen	1965-1-11	6.040	10.000	0	100.000	0.100	1.100	0	0	0
zhangjiafen	1965-1-12	6.760	10.000	0	100.000	0.100	1.100	0	0	0
zhangjiafen	1965-1-13	8.000	10.000	0	100.000	0.100	1.100	0	0	0
zhangjiafen	1965-1-14	9.330	10.000	0	100.000	0.100	1.100	0	0	0
zhangjiafen	1965-1-15	10.700	10.000	0	100.000	0.100	1.100	0	0	0
zhangjiafen	1965-1-16	9.640	10.000	0	100.000	0.100	1.100	0	0	0
zhangjiafen	1965-1-17	11.600	10.000	0	100.000	0.100	1.100	0	0	0
zhangjiafen	1965-1-18	11.700	10.000	0	100.000	0.100	1.100	0	0	0
zhangjiafen	1965-1-19	11.100	10.000	0	100.000	0.100	1.100	0	0	0
zhangjiafen	1965-1-20	11.400	10.000	0	100.000	0.100	1.100	0	0	0
zhangjiafen	1965-1-21	10.400	10.000	0	100.000	0.100	1.500	0	0	0
zhangjiafen	1965-1-22	9.430	10.000	0	100.000	0.100	1.500	0	0	0
zhangjiafen	1965-1-23	11.000	10.000	0	100.000	0.100	1.500	0	0	0
zhangjiafen	1965-1-24	10.600	10.000	0	100.000	0.100	1.500	0	0	0
zhangjiafen	1965-1-25	9.440	10.000	0	100.000	0.100	1.500	0	0	0
zhangjiafen	1965-1-26	10.000	10.000	0	100.000	0.100	1.500	0	0	0
zhangjiafen	1965-1-27	11.300	10.000	0	100.000	0.100	1.500	0	0	0
zhangjiafen	1965-1-28	11.400	10.000	0	100.000	0.100	1.500	0	0	0
zhangjiafen	1965-1-29	12.600	10.000	0	100.000	0.100	1.500	0	0	0
zhangjiafen	1965-1-30	12.100	10.000	0	100.000	0.100	1.500	0	0	0
zhangjiafen	1965-1-31	10.200	10.000	0	100.000	0.100	1.500	0	0	0
zhangjiafen	1965-2-1	8.670	10.000	0	100.000	0.100	1.300	0	0	0
zhangjiafen	1965-2-2	8.470	10.000	0	100.000	0.100	1.300	0	0	0
zhangjiafen	1965-2-3	8.890	10.000	0	100.000	0.100	1.300	0	0	0
zhangjiafen	1965-2-4	9.100	10.000	0	100.000	0.100	1.300	0	0	0
zhangjiafen	1965-2-5	10.400	10.000	0	100.000	0.100	1.300	0	0	0
zhangjiafen	1965-2-6	11.700	10.000	0	100.000	0.100	1.300	0	0	0
zhangjiafen	1965-2-7	13.800	10.000	0	100.000	0.100	1.300	0	0	0
zhangjiafen	1965-2-8	14.500	10.000	0	100.000	0.100	1.300	0	0	0
zhangjiafen	1965-2-9	13.800	10.000	0	100.000	0.100	1.300	0	0	0
zhangjiafen	1965-2-10	14.200	10.000	0	100.000	0.100	1.300	0	0	0
zhangjiafen	1965-2-11	14.700	10.000	0	100.000	0.100	1.300	0	0	0
zhangjiafen	1965-2-12	16.100	10.000	0	100.000	0.100	1.300	0	0	0
zhangjiafen	1965-2-13	18.600	10.000	0	100.000	0.100	1.300	0	0	0
zhangjiafen	1965-2-14	14.700	10.000	0	100.000	0.100	1.300	0	0	0
zhangjiafen	1965-2-15	14.500	10.000	0	100.000	0.100	1.300	0	0	0
zhangjiafen	1965-2-16	14.200	10.000	0	100.000	0.100	1.300	0	0	0
zhangjiafen	1965-2-17	13.400	10.000	0.100	100.000	0.100	1.300	0	0	0
zhangjiafen	1965-2-18	12.600	10.000	0.800	100.000	0.100	1.300	0	0	0
zhangjiafen	1965-2-19	13.700	10.000	0.200	100.000	0.100	1.300	0	0	0
zhangjiafen	1965-2-20	14.600	10.000	0	100.000	0.100	1.300	0	0	0
zhangjiafen	1965-2-21	12.900	10.000	0	100.000	0.100	1.900	0	0	0
zhangjiafen	1965-2-22	11.500	10.000	0	100.000	0.100	1.900	0	0	0
zhangjiafen	1965-2-23	11.700	10.000	0	100.000	0.100	1.900	0	0	0
zhangjiafen	1965-2-24	12.900	10.000	0.100	100.000	0.100	1.900	0	0	0
zhangjiafen	1965-2-25	12.500	10.000	0	100.000	0.100	1.900	0	0	0
zhangjiafen	1965-2-26	11.600	10.000	0	100.000	0.100	1.900	0	0	0
zhangjiafen	1965-2-27	11.600	10.000	0	100.000	0.100	1.900	0	0	0
zhangjiafen	1965-2-28	12.900	10.000	0	100.000	0.100	1.900	0	0	0
zhangjiafen	1965-3-1	11.700	10.000	0	100.000	0.100	2.800	0	0	0
zhangjiafen	1965-3-2	12.600	10.000	0	100.000	0.100	2.800	0	0	0
zhangjiafen	1965-3-3	12.600	10.000	0	100.000	0.100	2.800	0	0	0
zhangjiafen	1965-3-4	11.400	10.000	0	100.000	0.100	2.800	0	0	0
zhangjiafen	1965-3-5	10.000	10.000	0	100.000	0.100	2.800	0	0	0
zhangjiafen	1965-3-6	9.720	10.000	0	100.000	0.100	2.800	0	0	0
zhangjiafen	1965-3-7	9.300	10.000	0	100.000	0.100	2.800	0	0	0
zhangjiafen	1965-3-8	9.720	10.000	0	100.000	0.100	2.800	0	0	0
zhangjiafen	1965-3-9	10.300	10.000	0	100.000	0.100	2.800	0	0	0
zhangjiafen	1965-3-10	11.200	10.000	0	100.000	0.100	2.800	0	0	0
zhangjiafen	1965-3-11	11.800	10.000	0	100.000	0.100	4.000	0	0	0
zhangjiafen	1965-3-12	12.200	10.000	0	100.000	0.100	4.000	0	0	0
zhangjiafen	1965-3-13	13.200	10.000	0	100.000	0.100	4.000	0	0	0
zhangjiafen	1965-3-14	14.200	10.000	0	100.000	0.100	4.000	0	0	0
zhangjiafen	1965-3-15	14.000	10.000	0	100.000	0.100	4.000	0	0	0
zhangjiafen	1965-3-16	12.900	10.000	0	100.000	0.100	4.000	0	0	0
zhangjiafen	1965-3-17	13.300	10.000	0	100.000	0.100	4.000	0	0	0
zhangjiafen	1965-3-18	14.000	10.000	0	100.000	0.100	4.000	0	0	0
zhangjiafen	1965-3-19	13.600	10.000	0	100.000	0.100	4.000	0	0	0
zhangjiafen	1965-3-20	13.600	10.000	0	100.000	0.100	4.000	0	0	0
zhangjiafen	1965-3-21	14.000	10.000	0	100.000	0.100	4.400	0	0	0
zhangjiafen	1965-3-22	14.400	10.000	0	100.000	0.100	4.500	0	0	0
zhangjiafen	1965-3-23	14.400	10.000	0	100.000	0.100	4.700	0	0	0
zhangjiafen	1965-3-24	14.400	10.000	0	100.000	0.100	4.400	0	0	0
zhangjiafen	1965-3-25	13.600	10.000	0	100.000	0.100	4.400	0	0	0
zhangjiafen	1965-3-26	12.600	10.000	0	100.000	0.100	4.400	0	0	0
zhangjiafen	1965-3-27	12.100	10.000	0	100.000	0.100	4.400	0	0	0
zhangjiafen	1965-3-28	12.100	10.000	0	100.000	0.100	4.400	0	0	0
zhangjiafen	1965-3-29	12.400	10.000	0	100.000	0.100	4.600	0	0	0
zhangjiafen	1965-3-30	12.800	10.000	0	100.000	0.100	4.400	0	0	0
zhangjiafen	1965-3-31	13.000	10.000	0	100.000	0.100	1.800	0	0	0
zhangjiafen	1965-4-1	13.500	10.000	0	100.000	0.100	4.600	0	0	0
zhangjiafen	1965-4-2	12.900	10.000	0	100.000	0.100	4.000	0	0	0
zhangjiafen	1965-4-3	13.100	10.000	0.300	100.000	0.100	1.900	0	0	0
zhangjiafen	1965-4-4	13.100	10.000	0	100.000	0.100	4.300	0	0	0
zhangjiafen	1965-4-5	12.300	10.000	0	100.000	0.100	3.800	0	0	0
zhangjiafen	1965-4-6	12.500	10.000	0	100.000	0.100	5.300	0	0	0
zhangjiafen	1965-4-7	12.600	10.000	0.100	100.000	0.100	3.800	0	0	0
zhangjiafen	1965-4-8	12.600	10.000	0	100.000	0.100	5.900	0	0	0
zhangjiafen	1965-4-9	12.700	10.000	0	100.000	0.100	5.300	0	0	0
zhangjiafen	1965-4-10	12.900	10.000	0	100.000	0.100	6.400	0	0	0
zhangjiafen	1965-4-11	12.600	10.000	0	100.000	0.100	6.100	0	0	0
zhangjiafen	1965-4-12	11.800	10.000	0	100.000	0.100	4.900	0	0	0
zhangjiafen	1965-4-13	11.800	10.000	0.100	100.000	0.100	5.900	0	0	0
zhangjiafen	1965-4-14	11.500	10.000	0	100.000	0.100	5.200	0	0	0
zhangjiafen	1965-4-15	12.200	10.000	0.200	100.000	0.100	5.200	0	0	0
zhangjiafen	1965-4-16	11.500	10.000	0.700	100.000	0.100	3.900	0	0	0
zhangjiafen	1965-4-17	11.800	10.000	4.100	100.000	0.100	3.500	0	0	0
zhangjiafen	1965-4-18	11.800	10.000	0.100	100.000	0.100	2.900	0	0	0
zhangjiafen	1965-4-19	11.800	10.000	0	100.000	0.100	3.200	0	0	0
zhangjiafen	1965-4-20	11.500	10.000	0.100	100.000	0.100	1.500	0	0	0
zhangjiafen	1965-4-21	11.500	10.000	2.500	100.000	0.100	2.400	0	0	0
zhangjiafen	1965-4-22	12.200	10.000	0.400	100.000	0.100	1.400	0	0	0
zhangjiafen	1965-4-23	12.600	10.000	0	100.000	0.100	4.900	0	0	0
zhangjiafen	1965-4-24	12.600	10.000	0	100.000	0.100	5.400	0	0	0
zhangjiafen	1965-4-25	11.800	10.000	0	100.000	0.100	8.100	0	0	0
zhangjiafen	1965-4-26	11.800	10.000	0.100	100.000	0.100	6.800	0	0	0
zhangjiafen	1965-4-27	11.500	10.000	4.100	100.000	0.100	0.800	0	0	0
zhangjiafen	1965-4-28	12.600	10.000	0.900	100.000	0.100	2.400	0	0	0
zhangjiafen	1965-4-29	12.600	10.000	3.900	100.000	0.100	0.500	0	0	0
zhangjiafen	1965-4-30	12.200	10.000	0.700	100.000	0.100	2.000	0	0	0
zhangjiafen	1965-5-1	12.600	10.000	0.100	100.000	0.100	3.000	0	0	0
zhangjiafen	1965-5-2	12.200	10.000	0	100.000	0.100	5.100	0	0	0
zhangjiafen	1965-5-3	11.800	10.000	0.400	100.000	0.100	3.700	0	0	0
zhangjiafen	1965-5-4	11.100	10.000	2.900	100.000	0.100	2.800	0	0	0
zhangjiafen	1965-5-5	11.100	10.000	0.800	100.000	0.100	3.500	0	0	0
zhangjiafen	1965-5-6	11.100	10.000	0	100.000	0.100	5.200	0	0	0
zhangjiafen	1965-5-7	10.800	10.000	0.100	100.000	0.100	7.400	0	0	0
zhangjiafen	1965-5-8	10.100	10.000	0	100.000	0.100	8.400	0	0	0
zhangjiafen	1965-5-9	9.380	10.000	0	100.000	0.100	7.700	0	0	0
zhangjiafen	1965-5-10	8.000	10.000	0	100.000	0.100	7.600	0	0	0
zhangjiafen	1965-5-11	7.660	10.000	0.100	100.000	0.100	7.100	0	0	0
zhangjiafen	1965-5-12	7.320	10.000	2.200	100.000	0.100	3.100	0	0	0
zhangjiafen	1965-5-13	8.000	10.000	0.100	100.000	0.100	7.800	0	0	0
zhangjiafen	1965-5-14	7.660	10.000	0	100.000	0.100	6.400	0	0	0
zhangjiafen	1965-5-15	6.970	10.000	0	100.000	0.100	9.800	0	0	0
zhangjiafen	1965-5-16	6.620	10.000	0	100.000	0.100	7.300	0	0	0
zhangjiafen	1965-5-17	5.240	10.000	0	100.000	0.100	7.300	0	0	0
zhangjiafen	1965-5-18	5.240	10.000	0.100	100.000	0.100	8.200	0	0	0
zhangjiafen	1965-5-19	5.240	10.000	0.200	100.000	0.100	13.100	0	0	0
zhangjiafen	1965-5-20	4.560	10.000	0	100.000	0.100	9.700	0	0	0
zhangjiafen	1965-5-21	3.880	10.000	0	100.000	0.100	9.600	0	0	0
zhangjiafen	1965-5-22	3.540	10.000	0	100.000	0.100	9.700	0	0	0
zhangjiafen	1965-5-23	3.540	10.000	0.100	100.000	0.100	4.800	0	0	0
zhangjiafen	1965-5-24	3.540	10.000	0	100.000	0.100	8.900	0	0	0
zhangjiafen	1965-5-25	3.540	10.000	0	100.000	0.100	8.900	0	0	0
zhangjiafen	1965-5-26	3.880	10.000	0	100.000	0.100	8.400	0	0	0
zhangjiafen	1965-5-27	4.560	10.000	0.600	100.000	0.100	8.900	0	0	0
zhangjiafen	1965-5-28	4.220	10.000	0.100	100.000	0.100	9.000	0	0	0
zhangjiafen	1965-5-29	4.560	10.000	0	100.000	0.100	9.600	0	0	0
zhangjiafen	1965-5-30	4.220	10.000	0.100	100.000	0.100	9.900	0	0	0
zhangjiafen	1965-5-31	4.900	10.000	3.500	100.000	0.100	8.700	0	0	0
zhangjiafen	1965-6-1	4.900	10.000	0.800	100.000	0.100	8.400	0	0	0
zhangjiafen	1965-6-2	8.000	10.000	0	100.000	0.100	8.000	0	0	0
zhangjiafen	1965-6-3	8.700	10.000	0	100.000	0.100	9.700	0	0	0
zhangjiafen	1965-6-4	8.000	10.000	0.600	100.000	0.100	7.500	0	0	0
zhangjiafen	1965-6-5	7.660	10.000	0.400	100.000	0.100	6.600	0	0	0
zhangjiafen	1965-6-6	8.000	10.000	0.500	100.000	0.100	7.200	0	0	0
zhangjiafen	1965-6-7	10.100	10.000	0.500	100.000	0.100	8.600	0	0	0
zhangjiafen	1965-6-8	8.700	10.000	0.800	100.000	0.100	3.600	0	0	0
zhangjiafen	1965-6-9	8.350	10.000	1.600	100.000	0.100	5.200	0	0	0
zhangjiafen	1965-6-10	8.700	10.000	6.500	100.000	0.100	2.600	0	0	0
zhangjiafen	1965-6-11	12.200	10.000	10.900	100.000	0.100	0.600	0	0	0
zhangjiafen	1965-6-12	20.900	10.000	0.300	100.000	0.100	4.800	0	0	0
zhangjiafen	1965-6-13	20.000	10.000	1.800	100.000	0.100	4.600	0	0	0
zhangjiafen	1965-6-14	17.900	10.000	7.100	100.000	0.100	2.200	0	0	0
zhangjiafen	1965-6-15	15.000	10.000	0.500	100.000	0.100	4.400	0	0	0
zhangjiafen	1965-6-16	15.400	10.000	2.700	100.000	0.100	2.600	0	0	0
zhangjiafen	1965-6-17	14.600	10.000	0	100.000	0.100	9.200	0	0	0
zhangjiafen	1965-6-18	13.800	10.000	1.000	100.000	0.100	5.700	0	0	0
zhangjiafen	1965-6-19	12.600	10.000	0.800	100.000	0.100	5.000	0	0	0
zhangjiafen	1965-6-20	14.000	10.000	1.200	100.000	0.100	5.400	0	0	0
zhangjiafen	1965-6-21	15.800	10.000	0.100	100.000	0.100	8.100	0	0	0
zhangjiafen	1965-6-22	14.600	10.000	0	100.000	0.100	8.500	0	0	0
zhangjiafen	1965-6-23	12.600	10.000	4.700	100.000	0.100	10.700	0	0	0
zhangjiafen	1965-6-24	11.500	10.000	0	100.000	0.100	11.100	0	0	0
zhangjiafen	1965-6-25	10.100	10.000	1.000	100.000	0.100	10.000	0	0	0
zhangjiafen	1965-6-26	8.700	10.000	0	100.000	0.100	9.300	0	0	0
zhangjiafen	1965-6-27	8.700	10.000	0.500	100.000	0.100	9.900	0	0	0
zhangjiafen	1965-6-28	9.380	10.000	2.300	100.000	0.100	3.900	0	0	0
zhangjiafen	1965-6-29	10.800	10.000	0.200	100.000	0.100	8.900	0	0	0
zhangjiafen	1965-6-30	10.100	10.000	0	100.000	0.100	10.100	0	0	0
zhangjiafen	1965-7-1	8.700	10.000	2.100	100.000	0.100	7.300	0	0	0
zhangjiafen	1965-7-2	9.380	10.000	21.400	100.000	0.100	8.400	0	0	0
zhangjiafen	1965-7-3	45.500	10.000	18.000	100.000	0.100	3.600	0	0	0
zhangjiafen	1965-7-4	68.600	10.000	0.100	100.000	0.100	8.800	0	0	0
zhangjiafen	1965-7-5	28.300	10.000	1.700	100.000	0.100	6.700	0	0	0
zhangjiafen	1965-7-6	19.200	10.000	27.600	100.000	0.100	7.100	0	0	0
zhangjiafen	1965-7-7	44.900	10.000	4.400	100.000	0.100	3.500	0	0	0
zhangjiafen	1965-7-8	39.000	10.000	1.700	100.000	0.100	5.400	0	0	0
zhangjiafen	1965-7-9	25.900	10.000	1.600	100.000	0.100	5.100	0	0	0
zhangjiafen	1965-7-10	23.500	10.000	0.100	100.000	0.100	6.300	0	0	0
zhangjiafen	1965-7-11	20.000	10.000	2.400	100.000	0.100	8.100	0	0	0
zhangjiafen	1965-7-12	17.100	10.000	2.900	100.000	0.100	7.100	0	0	0
